name,status,status_message,building_id,bathroom_spot_vent_hour,bedrooms,ceiling_fan,climate_zone_ba,climate_zone_iecc,clothes_dryer,clothes_washer,clothes_washer_presence,cooking_range,cooking_range_schedule,cooling_setpoint,cooling_setpoint_has_offset,cooling_setpoint_offset_magnitude,cooling_setpoint_offset_period,corridor,days_shifted,dehumidifier,dishwasher,door_area,doors,ducts,eaves,electric_vehicle,geometry_attic_type,geometry_building_type_recs,geometry_foundation_type,geometry_garage,geometry_house_size,geometry_number_units,geometry_stories,geometry_wall_type,heating_fuel,heating_setpoint,heating_setpoint_has_offset,heating_setpoint_offset_magnitude,heating_setpoint_offset_period,holiday_lighting,hot_water_distribution,hot_water_fixtures,hvac_system_cooling,hvac_system_cooling_type,hvac_system_heat_pump,hvac_system_heating_electricity,hvac_system_heating_fuel_oil,hvac_system_heating_natural_gas,hvac_system_heating_none,hvac_system_heating_other_fuel,hvac_system_heating_propane,hvac_system_heating_wood,hvac_system_is_heat_pump,infiltration,insulation_crawlspace,insulation_finished_basement,insulation_finished_roof,insulation_interzonal_floor,insulation_pier_beam,insulation_slab,insulation_unfinished_attic,insulation_unfinished_basement,insulation_wall,interior_shading,lighting,lighting_interior_use,lighting_other_use,location,location_city,location_latitude,location_longitude,location_region,location_state,location_weather_filename,location_weather_year,mechanical_ventilation,misc_extra_refrigerator,misc_freezer,misc_gas_fireplace,misc_gas_grill,misc_gas_lighting,misc_hot_tub_spa,misc_pool,misc_pool_heater,misc_pool_pump,misc_pool_schedule,misc_well_pump,natural_ventilation,neighbors,occupants,orientation,overhangs,plug_loads,plug_loads_schedule,pv,radiant_barrier_unfinished_attic,range_spot_vent_hour,refrigeration_schedule,refrigerator,roof_material,setpoint_demand_response,solar_hot_water,units_modeled,units_represented,usage_level,vintage,vintage_acs,water_heater,window_areas,windows,door_area_ft_2,duct_surface_area_ft_2,electricity_central_system_cooling_kwh,electricity_central_system_heating_kwh,electricity_central_system_pumps_cooling_kwh,electricity_central_system_pumps_heating_kwh,electricity_clothes_dryer_kwh,electricity_clothes_washer_kwh,electricity_cooking_range_kwh,electricity_cooling_kwh,electricity_exterior_holiday_lighting_kwh,electricity_exterior_lighting_kwh,electricity_fans_cooling_kwh,electricity_fans_heating_kwh,electricity_freezer_kwh,electricity_garage_lighting_kwh,electricity_heating_kwh,electricity_interior_equipment_kwh,electricity_interior_lighting_kwh,electricity_pumps_cooling_kwh,electricity_pumps_heating_kwh,electricity_pv_kwh,electricity_range_fan_kwh,electricity_water_systems_kwh,floor_area_attic_ft_2,floor_area_conditioned_ft_2,floor_area_lighting_ft_2,fuel_oil_central_system_heating_mbtu,fuel_oil_heating_mbtu,fuel_oil_water_systems_mbtu,hours_cooling_setpoint_not_met,hours_heating_setpoint_not_met,hvac_cooling_capacity_w,hvac_heating_capacity_w,hvac_heating_supp_capacity_w,natural_gas_central_system_heating_therm,natural_gas_heating_therm,natural_gas_hot_tub_heater_therm,natural_gas_interior_equipment_therm,natural_gas_water_systems_therm,net_site_electricity_kwh,net_site_energy_mbtu,propane_central_system_heating_mbtu,propane_clothes_dryer_mbtu,propane_heating_mbtu,propane_interior_equipment_mbtu,propane_water_systems_mbtu,roof_area_ft_2,size_cooling_system_kbtu_h,size_heating_system_kbtu_h,size_water_heater_gal,total_site_electricity_kwh,total_site_energy_mbtu,total_site_fuel_oil_mbtu,total_site_natural_gas_therm,total_site_propane_mbtu,total_site_wood_mbtu,wall_area_above_grade_conditioned_ft_2,wall_area_above_grade_exterior_ft_2,wall_area_below_grade_ft_2,window_area_ft_2,wood_heating_mbtu
diag Autogenerated 55,completed,completed normal,55,Hour1,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day154,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,1 Car,0-1499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-49, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,5,North,None,100%,National Average,None,None,Hour8,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,320,0,0,0,0,,,,2058.751706,0,174.5347098,0,0,,37.36246478,25878.04475,4536.777067,1054.430385,0,0,0,,3094.46531,644,1000,1288,0,0,0,55.5,0,6416.365256,16755.92838,0,0,0,,0,0,36834.36639,125.6839745,0,,0,0,0,720.01,21.89,57.17,40,36834.36639,125.6839745,0,0,0,0,1685.33,1964.78,554.67,220.37,0
diag Autogenerated 56,completed,completed normal,56,Hour2,1,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day254,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour12,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,320,0,0,0,0,,,,996.6837412,0,174.5347098,271.5667085,0,,0,11771.31815,3447.163757,1054.430385,0,0,0,,2390.421312,500,1000,1000,0,0,0,3491.34,46.66,3236.43694,7718.909212,0,0,0,,0,0,20106.11876,68.60487001,0,,0,0,0,559.02,11.04,26.34,20,20106.11876,68.60487001,0,0,0,0,746.67,816.11,746.67,108.37,0
diag Autogenerated 57,completed,completed normal,57,Hour7,1,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day156,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-13, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,North,None,100%,National Average,None,None,Hour18,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,370,0,0,0,0,,,,0,0,92.95302036,0,0,,0,20486.74304,3072.416879,561.5644541,0,0,0,,1510.421961,1000,1000,1000,0,0,0,2481,0,0,11430.5172,0,0,0,,0,0,25724.09935,87.77420016,0,,0,0,0,1118.03,0,39,20,25724.09935,87.77420016,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 58,completed,completed normal,58,Hour4,4,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day4,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,2 Car,2500-3499,1,2+,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,6 ACH50,None,Wall R-5,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"CMU, 6-in Hollow, R-15","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,6,South,None,100%,National Average,None,None,Hour7,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1990s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,1080,0,0,0,0,,,,1368.275131,0,523.6041294,475.7131349,0,,65.09542832,32018.99888,5848.926268,2359.227802,0,0,0,,3977.081964,1384,3000,3576,0,0,0,4041.33,0,9128.977372,21529.2069,0,0,0,,0,0,46636.92273,159.1316584,0,,0,0,0,1547.36,31.15,73.46,50,46636.92273,159.1316584,0,0,0,0,2402.94,2819.16,817.47,313.61,0
diag Autogenerated 59,completed,completed normal,59,Hour7,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day249,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,0-1499,1,2+,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-19, Vented",None,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,North,None,100%,National Average,None,None,Hour18,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,360,0,0,0,0,,,,863.4086641,0,174.5347098,201.4067791,0,,0,15540.49168,4178.823011,1054.430385,0,0,0,,3038.534284,333.33,1000,1000,0,0,0,4087.17,1.17,2980.640822,9642.664856,0,0,0,,0,0,25051.62951,85.47963965,0,,0,0,0,372.68,10.17,32.9,40,25051.62951,85.47963965,0,0,0,0,1219.3,1265.6,609.65,179.27,0
diag Autogenerated 60,completed,completed normal,60,Hour5,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day201,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,None,0-1499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-30, Vented",Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,North,None,100%,National Average,None,None,Hour1,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",20,370,0,0,0,0,,,,0,0,174.5347098,0,0,,0,16439.41204,4334.881738,1054.430385,0,0,0,,3284.488805,1000,1000,1000,0,0,0,3074.67,0,0,10694.30158,0,0,0,,0,0,25287.74768,86.28530762,0,,0,0,0,1118.03,0,36.49,40,25287.74768,86.28530762,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 61,completed,completed normal,61,Hour2,4,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day333,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,2 Car,2500-3499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,8 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-30, Vented",Ceiling R-19,"CMU, 6-in Hollow, R-19","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,South,None,100%,National Average,None,None,Hour9,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1980s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,1110,0,0,0,0,,,,1753.423956,0,278.8590611,0,0,,34.66827132,28861.36079,4583.406888,1256.468413,0,0,0,,4089.53825,3000,3000,3576,0,0,0,35.83,0,5944.249713,16679.42967,0,0,0,,0,0,40857.72563,139.4122351,0,,0,0,0,3998.09,20.28,56.91,50,40857.72563,139.4122351,0,0,0,0,1914.73,2635.4,1626.73,240.38,0
diag Autogenerated 62,completed,completed normal,62,Hour21,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day41,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,0-1499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,East,None,100%,National Average,None,None,Hour8,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,320,0,0,0,0,,,,924.5386845,0,174.5347098,212.7861439,0,,0,8915.638493,3613.644426,1054.430385,0,0,0,,3607.667613,500,1000,1000,0,0,0,4039.17,10.34,2330.455115,6493.017338,0,0,0,,0,0,18503.24045,63.13562659,0,,0,0,0,559.02,7.95,22.16,40,18503.24045,63.13562659,0,0,0,0,746.67,816.11,746.67,108.37,0
diag Autogenerated 63,completed,completed normal,63,Hour0,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day245,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,2 Car,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-19, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,South,None,100%,National Average,None,None,Hour16,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1960s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",20,740,0,0,0,0,,,,1527.031527,0,349.0694196,411.4892783,0,,65.09542832,31165.26714,4268.019433,1706.829093,0,0,0,,2703.256504,2000,2000,2576,0,0,0,65.83,0,6772.396351,18472.91698,0,0,0,,0,0,42196.05782,143.9788105,0,,0,0,0,2880.06,23.11,63.03,50,42196.05782,143.9788105,0,0,0,0,1597.24,2179.02,1309.24,192.76,0
diag Autogenerated 64,completed,completed normal,64,Hour4,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day13,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,5,West,None,100%,National Average,None,None,Hour15,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,320,0,0,0,0,,,,1725.591418,0,92.95302036,0,0,,0,10947.26766,3700.325118,561.5644541,0,0,0,,3306.802195,500,1000,1000,0,0,0,402.83,5.33,2787.534578,7477.351321,0,0,0,,0,0,20334.50386,69.38415172,0,,0,0,0,559.02,9.51,25.51,40,20334.50386,69.38415172,0,0,0,0,746.67,816.11,746.67,108.37,0
diag Autogenerated 65,completed,completed normal,65,Hour1,4,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Gas, 100% Usage",National Average,72F,No,0F,None,None,Day142,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-19, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,North,None,100%,National Average,None,None,Hour8,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",20,720,0,0,0,0,,,,2729.544163,0,185.9060407,0,0,,0,31669.13497,4486.220189,909.0164336,0,0,0,,4027.014234,666.67,2000,2000,0,0,0,131.33,0.67,6629.89428,18749.8103,0,0,0,,33.3260874,0,44006.83603,153.489252,0,,0,0,0,745.36,22.62,63.98,50,44006.83603,153.489252,0,33.3260874,0,0,1724.35,1816.95,862.18,255.02,0
diag Autogenerated 66,completed,completed normal,66,Hour4,4,National Average,Cold,5A,"Gas, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day215,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,6 ACH50,None,Wall R-10,None,R-30,None,None,"Ceiling R-49, Vented",None,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,North,None,100%,National Average,None,None,Hour12,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,2000s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,640,0,0,0,0,,,,0,0,185.9060407,0,0,,0,7828.670761,3858.200301,909.0164336,0,0,0,,3586.156881,1000,2000,2000,0,0,0,7853.67,16,0,5989.916596,0,0,0,,12.02459957,0,16367.95042,57.05189385,0,,0,0,0,1118.03,0,20.44,50,16367.95042,57.05189385,0,12.02459957,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 67,completed,completed normal,67,Hour9,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day78,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,South,None,100%,National Average,None,None,Hour16,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1960s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",20,640,0,0,0,0,,,,1380.169478,0,349.0694196,375.0360479,0,,0,18075.00332,4244.950842,1706.829093,0,0,0,,3923.902518,1000,2000,2000,0,0,0,3117,48.17,4737.118662,11832.26508,0,0,0,,0,0,30054.96072,102.5517007,0,,0,0,0,1118.03,16.16,40.37,50,30054.96072,102.5517007,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 68,completed,completed normal,68,Hour23,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Propane, 100% Usage",National Average,72F,No,0F,None,None,Day44,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,None,1500-2499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-49, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,East,None,100%,National Average,None,None,Hour19,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,640,0,0,0,0,,,,0,0,349.0694196,0,0,,0,37064.94276,3499.655184,1706.829093,0,0,0,,4010.688713,1000,2000,2000,0,0,0,2437,0,0,19828.25487,0,0,0,,0,0,46631.18517,161.9654601,0,,0,2.853379084,0,1118.03,0,67.66,50,46631.18517,161.9654601,0,0,2.853379084,0,2111.89,2250.78,1055.95,313.16,0
diag Autogenerated 69,completed,completed normal,69,Hour21,2,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day248,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,1 Car,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-19, Vented",Uninsulated,"Wood Stud, R-7","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,North,None,100%,National Average,None,None,Hour1,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",20,740,0,0,0,0,,,,0,0,185.9060407,0,0,,19.89835691,23405.21274,3872.325466,909.0164336,0,0,0,,3900.587617,2000,2000,2288,0,0,0,2887.33,0,0,14869.28644,0,0,0,,0,0,32292.94665,110.1880196,0,,0,0,0,2558.06,0,50.74,40,32292.94665,110.1880196,0,0,0,0,1546.16,2053.94,1354.16,199.5,0
