name,status,status_message,building_id,bathroom_spot_vent_hour,bedrooms,ceiling_fan,climate_zone_ba,climate_zone_iecc,clothes_dryer,clothes_washer,clothes_washer_presence,cooking_range,cooking_range_schedule,cooling_setpoint,cooling_setpoint_has_offset,cooling_setpoint_offset_magnitude,cooling_setpoint_offset_period,corridor,days_shifted,dehumidifier,dishwasher,door_area,doors,ducts,eaves,electric_vehicle,geometry_attic_type,geometry_building_type_recs,geometry_foundation_type,geometry_garage,geometry_house_size,geometry_number_units,geometry_stories,geometry_wall_type,heating_fuel,heating_setpoint,heating_setpoint_has_offset,heating_setpoint_offset_magnitude,heating_setpoint_offset_period,holiday_lighting,hot_water_distribution,hot_water_fixtures,hvac_system_cooling,hvac_system_cooling_type,hvac_system_heat_pump,hvac_system_heating_electricity,hvac_system_heating_fuel_oil,hvac_system_heating_natural_gas,hvac_system_heating_none,hvac_system_heating_other_fuel,hvac_system_heating_propane,hvac_system_heating_wood,hvac_system_is_heat_pump,infiltration,insulation_crawlspace,insulation_finished_basement,insulation_finished_roof,insulation_interzonal_floor,insulation_pier_beam,insulation_slab,insulation_unfinished_attic,insulation_unfinished_basement,insulation_wall,interior_shading,lighting,lighting_interior_use,lighting_other_use,location,location_city,location_latitude,location_longitude,location_region,location_state,location_weather_filename,location_weather_year,mechanical_ventilation,misc_extra_refrigerator,misc_freezer,misc_gas_fireplace,misc_gas_grill,misc_gas_lighting,misc_hot_tub_spa,misc_pool,misc_pool_heater,misc_pool_pump,misc_pool_schedule,misc_well_pump,natural_ventilation,neighbors,occupants,orientation,overhangs,plug_loads,plug_loads_schedule,pv,radiant_barrier_unfinished_attic,range_spot_vent_hour,refrigeration_schedule,refrigerator,roof_material,setpoint_demand_response,solar_hot_water,units_modeled,units_represented,usage_level,vintage,vintage_acs,water_heater,window_areas,windows,door_area_ft_2,duct_surface_area_ft_2,electricity_central_system_cooling_kwh,electricity_central_system_heating_kwh,electricity_central_system_pumps_cooling_kwh,electricity_central_system_pumps_heating_kwh,electricity_clothes_dryer_kwh,electricity_clothes_washer_kwh,electricity_cooking_range_kwh,electricity_cooling_kwh,electricity_exterior_holiday_lighting_kwh,electricity_exterior_lighting_kwh,electricity_fans_cooling_kwh,electricity_fans_heating_kwh,electricity_freezer_kwh,electricity_garage_lighting_kwh,electricity_heating_kwh,electricity_interior_equipment_kwh,electricity_interior_lighting_kwh,electricity_pumps_cooling_kwh,electricity_pumps_heating_kwh,electricity_pv_kwh,electricity_range_fan_kwh,electricity_water_systems_kwh,floor_area_attic_ft_2,floor_area_conditioned_ft_2,floor_area_lighting_ft_2,fuel_oil_central_system_heating_mbtu,fuel_oil_heating_mbtu,fuel_oil_water_systems_mbtu,hours_cooling_setpoint_not_met,hours_heating_setpoint_not_met,hvac_cooling_capacity_w,hvac_heating_capacity_w,hvac_heating_supp_capacity_w,natural_gas_central_system_heating_therm,natural_gas_heating_therm,natural_gas_hot_tub_heater_therm,natural_gas_interior_equipment_therm,natural_gas_water_systems_therm,net_site_electricity_kwh,net_site_energy_mbtu,propane_central_system_heating_mbtu,propane_clothes_dryer_mbtu,propane_heating_mbtu,propane_interior_equipment_mbtu,propane_water_systems_mbtu,roof_area_ft_2,size_cooling_system_kbtu_h,size_heating_system_kbtu_h,size_water_heater_gal,total_site_electricity_kwh,total_site_energy_mbtu,total_site_fuel_oil_mbtu,total_site_natural_gas_therm,total_site_propane_mbtu,total_site_wood_mbtu,wall_area_above_grade_conditioned_ft_2,wall_area_above_grade_exterior_ft_2,wall_area_below_grade_ft_2,window_area_ft_2,wood_heating_mbtu
diag Autogenerated 322,completed,completed normal,322,Hour2,3,National Average,Cold,5A,None,"EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day296,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-7, Vented",None,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,5,North,None,100%,National Average,None,None,Hour20,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1960s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,640,0,0,0,0,,,,1541.763413,0,185.9060407,417.911151,0,,0,20033.23775,3587.637358,909.0164336,0,0,0,,1929.703515,1000,2000,2000,0,0,0,3633.16,3.83,5682.700828,13919.8973,0,0,0,,0,0,28605.17566,97.6048327,0,,0,0,0,1118.03,19.39,47.5,50,28605.17566,97.6048327,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 323,completed,completed normal,323,Hour18,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day139,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,2500-3499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-19, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,4,North,None,100%,National Average,None,None,Hour9,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,1080,0,0,0,0,,,,1111.225297,0,278.8590611,381.3008877,0,,0,34393.22575,5231.891992,1256.468413,0,0,0,,3543.642099,1000,3000,3000,0,0,0,3472.67,6.5,6812.188924,19373.4445,0,0,0,,0,0,46196.6135,157.6292621,0,,0,0,0,1118.03,23.24,66.1,50,46196.6135,157.6292621,0,0,0,0,2111.89,2250.78,1055.95,313.16,0
diag Autogenerated 324,completed,completed normal,324,Hour19,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day330,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,Unfinished Attic,Single-Family Detached,Slab,None,2500-3499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,None,None,Uninsulated,None,Uninsulated,"Ceiling R-13, Vented",None,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,North,None,100%,National Average,None,None,Hour18,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,1110,0,0,0,0,,,,0,0,523.6041294,0,0,,0,27380.5286,4988.596009,2359.227802,0,0,0,,4136.558841,3000,3000,3000,0,0,0,2878.33,0,0,23745.12198,0,0,0,,0,0,39388.51538,134.3990857,0,,0,0,0,3354.1,0,81.02,50,39388.51538,134.3990857,0,0,0,0,1828.95,2245.62,0,270.71,0
diag Autogenerated 325,completed,completed normal,325,Hour18,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day18,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,1 Car,2500-3499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-49, Vented",None,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,East,None,100%,National Average,None,None,Hour8,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,960,0,0,0,0,,,,0,0,523.6041294,0,0,,37.36246478,20941.26758,4275.81777,2359.227802,0,0,0,,2846.503814,1500,3000,3288,0,0,0,7166.83,0,0,15064.80023,0,0,0,,0,0,30983.78356,105.7209733,0,,0,0,0,1999.04,0,51.4,50,30983.78356,105.7209733,0,0,0,0,1353.92,1792.25,1161.92,170.66,0
diag Autogenerated 326,completed,completed normal,326,Hour20,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day319,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Heated Basement,2 Car,2500-3499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,6 ACH50,None,Wall R-10,None,R-13,None,None,"Ceiling R-30, Vented",None,"Wood Stud, R-19","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,North,None,100%,National Average,None,None,Hour19,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1990s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,960,0,0,0,0,,,,1017.565542,0,278.8590611,278.5769855,0,,34.66827132,9524.299856,4478.620458,1256.468413,0,0,0,,3322.508277,1500,3000,3576,0,0,0,1641.84,44.16,4077.950783,7270.62246,0,0,0,,0,0,20191.56686,68.89643082,0,,0,0,0,2321.04,13.91,24.81,50,20191.56686,68.89643082,0,0,0,0,1411.97,1924.3,1123.97,164.97,0
diag Autogenerated 327,completed,completed normal,327,Hour21,4,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day301,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-7, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,4,North,None,100%,National Average,None,None,Hour14,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,370,0,0,0,0,,,,1591.93623,0,174.5347098,0,0,,0,20414.30297,4907.657212,1054.430385,0,0,0,,3437.376118,1000,1000,1000,0,0,0,208,0,4226.609258,12292.74777,0,0,0,,0,0,31580.23763,107.7561574,0,,0,0,0,1118.03,14.42,41.94,40,31580.23763,107.7561574,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 328,completed,completed normal,328,Hour23,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day140,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,None,1500-2499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-19, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,West,None,100%,National Average,None,None,Hour19,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,640,0,0,0,0,,,,1783.127314,0,349.0694196,618.6513511,0,,0,41994.39504,4269.104811,1706.829093,0,0,0,,3281.662407,1000,2000,2000,0,0,0,17.5,0,11132.07161,24959.93353,0,0,0,,0,0,54002.83944,184.2651893,0,,0,0,0,1118.03,37.98,85.17,50,54002.83944,184.2651893,0,0,0,0,2111.89,2250.78,1055.95,313.16,0
diag Autogenerated 329,completed,completed normal,329,Hour0,4,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day45,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,1 Car,2500-3499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-30, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour17,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,1110,0,0,0,0,,,,2784.656283,0,278.8590611,0,0,,19.89835691,41180.84857,5363.664499,1256.468413,0,0,0,,4635.823478,3000,3000,3288,0,0,0,177.5,0,7646.420912,25792.6101,0,0,0,,0,0,55520.21866,189.442698,0,,0,0,0,3676.1,26.09,88.01,50,55520.21866,189.442698,0,0,0,0,1872.33,2519,1680.33,248.42,0
diag Autogenerated 330,completed,completed normal,330,Hour15,4,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day135,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"Wood Stud, R-7","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour17,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,640,0,0,0,0,,,,1367.356179,0,349.0694196,376.7869802,0,,0,12137.57045,4054.860011,1706.829093,0,0,0,,3102.155816,1000,2000,2000,0,0,0,2174.5,122.5,4189.80472,8744.373955,0,0,0,,0,0,23094.62795,78.8020785,0,,0,0,0,1118.03,14.3,29.84,50,23094.62795,78.8020785,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 331,completed,completed normal,331,Hour2,2,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day352,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Heated Basement,None,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Uninsulated, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour17,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,640,0,0,0,0,,,,2010.367568,0,349.0694196,541.8418245,0,,0,31386.39443,4063.741875,1706.829093,0,0,0,,2849.050475,1000,2000,2000,0,0,0,3230.17,35.67,12701.45485,20393.55398,0,0,0,,0,0,42907.29469,146.4056494,0,,0,0,0,1118.03,43.34,69.59,40,42907.29469,146.4056494,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 332,completed,completed normal,332,Hour1,4,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day107,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Crawl,2 Car,1500-2499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,"Uninsulated, Vented",None,None,Uninsulated,None,None,"Ceiling R-7, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,4,North,None,100%,National Average,None,None,Hour15,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",20,640,0,0,0,0,,,,1518.528109,0,349.0694196,523.2807499,0,,65.09542832,45891.48823,5583.365534,1706.829093,0,0,0,,2730.460179,1288,2000,2576,0,0,0,0,0,12047.15978,26732.26471,0,0,0,,0,0,58368.11674,199.1601219,0,,0,0,0,1437.81,41.11,91.21,50,58368.11674,199.1601219,0,0,0,0,2303.89,2705.1,383.97,298.76,0
diag Autogenerated 333,completed,completed normal,333,Hour6,5,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day209,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,4,South,None,100%,National Average,None,None,Hour14,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,320,0,0,0,0,,,,814.0053912,0,92.95302036,261.6856846,0,,0,10838.33606,3629.463521,561.5644541,0,0,0,,3797.260151,500,1000,1000,0,0,0,3933.84,21.5,3374.22111,7718.909212,0,0,0,,0,0,19995.26828,68.22663279,0,,0,0,0,559.02,11.51,26.34,40,19995.26828,68.22663279,0,0,0,0,746.67,816.11,746.67,108.37,0
diag Autogenerated 334,completed,completed normal,334,Hour23,2,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",National Average,72F,No,0F,None,None,Day303,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,2 Car,0-1499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-19, Vented",Uninsulated,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour7,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,370,0,0,0,0,,,,823.2871446,0,92.95302036,239.1093566,0,,34.66827132,13719.43731,3203.86752,561.5644541,0,0,0,,3449.625684,1000,1000,1576,0,0,0,84.33,0,3628.416806,8978.382314,0,0,0,,23.75509437,0,22124.51276,77.86685415,0,,0,0,0,1762.02,12.38,30.64,30,22124.51276,77.86685415,0,23.75509437,0,0,1198.39,1641.28,910.39,132.93,0
diag Autogenerated 335,completed,completed normal,335,Hour20,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day337,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,0-1499,1,2+,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,South,None,100%,National Average,None,None,Hour18,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,360,0,0,0,0,,,,572.7804191,0,92.95302036,165.6363714,0,,0,13800.0501,3801.471618,561.5644541,0,0,0,,2747.974678,333.33,1000,1000,0,0,0,4006,0.5,2753.761808,8716.808894,0,0,0,,0,0,21742.43066,74.1881935,0,,0,0,0,372.68,9.4,29.74,40,21742.43066,74.1881935,0,0,0,0,1219.3,1265.6,609.65,179.27,0
diag Autogenerated 336,completed,completed normal,336,Hour0,1,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day255,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,2 Car,0-1499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-19, Vented",Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,South,None,100%,National Average,None,None,Hour19,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,370,0,0,0,0,,,,1185.24804,0,174.5347098,0,0,,65.09542832,18086.72393,3368.825765,1054.430385,0,0,0,,2416.913276,1000,1000,1576,0,0,0,152.17,0,3257.130407,10968.76213,0,0,0,,0,0,26351.77153,89.91590483,0,,0,0,0,1762.02,11.11,37.43,20,26351.77153,89.91590483,0,0,0,0,1198.39,1641.28,910.39,132.93,0
