station,valid,tmpc
DTW,6/25/2018 23:53,16.11
DTW,6/26/2018 0:53,15.61
DTW,6/26/2018 1:53,14.39
DTW,6/26/2018 2:53,13.89
DTW,6/26/2018 3:53,12.78
DTW,6/26/2018 4:53,12.78
DTW,6/26/2018 5:53,13.28
DTW,6/26/2018 6:53,13.28
DTW,6/26/2018 7:53,16.11
DTW,6/26/2018 8:53,19.39
DTW,6/26/2018 9:53,21.11
DTW,6/26/2018 10:53,22.78
DTW,6/26/2018 11:53,24.39
DTW,6/26/2018 12:53,25.61
DTW,6/26/2018 13:53,26.11
DTW,6/26/2018 14:53,26.72
DTW,6/26/2018 15:53,26.11
DTW,6/26/2018 16:53,26.72
DTW,6/26/2018 17:53,26.11
DTW,6/26/2018 18:53,25.61
DTW,6/26/2018 19:53,24.39
DTW,6/26/2018 20:53,23.28
DTW,6/26/2018 21:53,22.78
DTW,6/26/2018 22:53,22.22
DTW,6/26/2018 23:53,21.72
DTW,6/27/2018 0:53,21.11
DTW,6/27/2018 1:53,20.61
DTW,6/27/2018 2:53,20.61
DTW,6/27/2018 3:53,20.61
DTW,6/27/2018 4:53,20.61
DTW,6/27/2018 5:53,20.61
DTW,6/27/2018 6:53,20.61
DTW,6/27/2018 7:53,20.61
DTW,6/27/2018 8:53,21.11
DTW,6/27/2018 9:53,22.78
DTW,6/27/2018 10:53,23.89
DTW,6/27/2018 11:53,25
DTW,6/27/2018 12:53,24.39
DTW,6/27/2018 13:53,25.61
DTW,6/27/2018 14:53,25.61
DTW,6/27/2018 15:53,27.22
DTW,6/27/2018 16:53,25.61
DTW,6/27/2018 17:53,24.39
DTW,6/27/2018 18:53,21.72
DTW,6/27/2018 19:53,21.72
DTW,6/27/2018 20:53,21.72
DTW,6/27/2018 21:53,20.61
DTW,6/27/2018 22:53,20.61
DTW,6/27/2018 23:53,20.61
DTW,6/28/2018 0:53,20.61
DTW,6/28/2018 1:53,20
DTW,6/28/2018 2:53,20
DTW,6/28/2018 3:53,20
DTW,6/28/2018 4:53,20.61
DTW,6/28/2018 5:53,20.61
DTW,6/28/2018 6:53,20.61
DTW,6/28/2018 7:53,20.61
DTW,6/28/2018 8:53,22.22
DTW,6/28/2018 9:53,24.39
DTW,6/28/2018 10:53,26.11
DTW,6/28/2018 11:53,27.22
DTW,6/28/2018 12:53,28.28
DTW,6/28/2018 13:53,29.39
DTW,6/28/2018 14:53,30
DTW,6/28/2018 15:53,31.11
DTW,6/28/2018 16:53,31.11
DTW,6/28/2018 17:53,31.11
DTW,6/28/2018 18:53,30.61
DTW,6/28/2018 19:53,30
DTW,6/28/2018 20:53,26.72
DTW,6/28/2018 21:53,25.61
DTW,6/28/2018 22:53,25
DTW,6/28/2018 23:53,25
DTW,6/29/2018 0:53,24.39
DTW,6/29/2018 1:53,23.28
DTW,6/29/2018 2:53,22.78
DTW,6/29/2018 3:53,22.22
DTW,6/29/2018 4:53,22.22
DTW,6/29/2018 5:53,20.61
DTW,6/29/2018 6:53,21.72
DTW,6/29/2018 7:53,24.39
DTW,6/29/2018 8:53,26.11
DTW,6/29/2018 9:53,28.89
DTW,6/29/2018 10:53,28.89
DTW,6/29/2018 11:53,30
DTW,6/29/2018 12:53,30
DTW,6/29/2018 13:53,30.61
DTW,6/29/2018 14:53,31.11
DTW,6/29/2018 15:53,31.72
DTW,6/29/2018 16:53,32.22
DTW,6/29/2018 17:53,32.22
DTW,6/29/2018 18:53,32.22
DTW,6/29/2018 19:53,31.11
DTW,6/29/2018 20:53,29.39
DTW,6/29/2018 21:53,28.89
DTW,6/29/2018 22:53,27.78
DTW,6/29/2018 23:53,27.22
DTW,6/30/2018 0:53,26.11
DTW,6/30/2018 1:53,25.61
DTW,6/30/2018 2:53,25.61
DTW,6/30/2018 3:53,24.39
DTW,6/30/2018 4:53,24.39
DTW,6/30/2018 5:53,24.39
DTW,6/30/2018 6:53,25
DTW,6/30/2018 7:53,26.11
DTW,6/30/2018 8:53,28.28
DTW,6/30/2018 9:53,29.39
DTW,6/30/2018 10:53,30.61
DTW,6/30/2018 11:53,31.11
DTW,6/30/2018 12:53,32.22
DTW,6/30/2018 13:53,33.28
DTW,6/30/2018 14:53,33.28
DTW,6/30/2018 15:53,33.89
DTW,6/30/2018 16:53,34.39
DTW,6/30/2018 17:53,33.89
DTW,6/30/2018 18:53,33.28
DTW,6/30/2018 19:53,32.78
DTW,6/30/2018 20:53,30.61
DTW,6/30/2018 21:53,29.39
DTW,6/30/2018 22:53,27.78
DTW,6/30/2018 23:53,27.22
DTW,7/1/2018 0:53,26.11
DTW,7/1/2018 1:53,25.61
DTW,7/1/2018 2:53,24.39
DTW,7/1/2018 3:53,24.39
DTW,7/1/2018 4:53,23.89
DTW,7/1/2018 5:53,23.89
DTW,7/1/2018 6:53,24.39
DTW,7/1/2018 7:53,26.72
DTW,7/1/2018 8:53,27.78
DTW,7/1/2018 9:53,29.39
DTW,7/1/2018 10:53,30.61
DTW,7/1/2018 11:53,31.72
DTW,7/1/2018 12:53,32.22
DTW,7/1/2018 13:53,32.78
DTW,7/1/2018 14:53,33.28
DTW,7/1/2018 15:53,33.28
DTW,7/1/2018 16:53,31.11
DTW,7/1/2018 17:53,30.61
DTW,7/1/2018 18:53,30.61
DTW,7/1/2018 19:53,31.11
DTW,7/1/2018 20:53,31.72
DTW,7/1/2018 21:53,29.39
DTW,7/1/2018 22:53,28.89
DTW,7/1/2018 23:53,27.78
DTW,7/2/2018 0:53,27.78
DTW,7/2/2018 1:53,27.22
DTW,7/2/2018 2:53,26.72
DTW,7/2/2018 3:53,26.72
DTW,7/2/2018 4:53,25.61
DTW,7/2/2018 5:53,25
DTW,7/2/2018 6:53,25
DTW,7/2/2018 7:53,25.61
DTW,7/2/2018 8:53,27.22
DTW,7/2/2018 9:53,27.22
DTW,7/2/2018 10:53,28.89
DTW,7/2/2018 11:53,29.39
DTW,7/2/2018 12:53,30
DTW,7/2/2018 13:53,31.72
DTW,7/2/2018 14:53,31.72
DTW,7/2/2018 15:53,31.11
DTW,7/2/2018 16:53,31.11
DTW,7/2/2018 17:53,31.72
DTW,7/2/2018 18:53,31.11
DTW,7/2/2018 19:53,30.61
DTW,7/2/2018 20:53,28.28
DTW,7/2/2018 21:53,27.22
DTW,7/2/2018 22:53,26.11
DTW,7/2/2018 23:53,25.61
DTW,7/3/2018 0:53,25
DTW,7/3/2018 1:53,23.89
DTW,7/3/2018 2:53,23.28
DTW,7/3/2018 3:53,22.22
DTW,7/3/2018 4:53,21.72
DTW,7/3/2018 5:53,21.11
DTW,7/3/2018 6:53,22.22
DTW,7/3/2018 7:53,24.39
DTW,7/3/2018 8:53,26.72
DTW,7/3/2018 9:53,28.28
DTW,7/3/2018 10:53,29.39
DTW,7/3/2018 11:53,30.61
DTW,7/3/2018 12:53,31.11
DTW,7/3/2018 13:53,31.11
DTW,7/3/2018 14:53,30.61
DTW,7/3/2018 15:53,30.61
DTW,7/3/2018 16:53,32.78
DTW,7/3/2018 17:53,32.22
DTW,7/3/2018 18:53,30.61
DTW,7/3/2018 19:53,29.39
DTW,7/3/2018 20:53,28.28
DTW,7/3/2018 21:53,27.22
DTW,7/3/2018 22:53,26.11
DTW,7/3/2018 23:53,26.11
DTW,7/4/2018 0:53,25.61
DTW,7/4/2018 1:53,25.61
DTW,7/4/2018 2:53,25
DTW,7/4/2018 3:53,24.39
DTW,7/4/2018 4:53,23.89
DTW,7/4/2018 5:53,24.39
DTW,7/4/2018 6:53,24.39
DTW,7/4/2018 7:53,26.11
DTW,7/4/2018 8:53,27.78
DTW,7/4/2018 9:53,29.39
DTW,7/4/2018 10:53,30.61
DTW,7/4/2018 11:53,31.72
DTW,7/4/2018 12:53,31.72
DTW,7/4/2018 13:53,32.22
DTW,7/4/2018 14:53,31.72
DTW,7/4/2018 15:53,32.78
DTW,7/4/2018 16:53,33.28
DTW,7/4/2018 17:53,32.78
DTW,7/4/2018 18:53,32.22
DTW,7/4/2018 19:53,30.61
DTW,7/4/2018 20:53,29.39
DTW,7/4/2018 21:53,28.89
DTW,7/4/2018 22:53,28.89
DTW,7/4/2018 23:53,27.78
DTW,7/5/2018 0:53,27.22
DTW,7/5/2018 1:53,26.72
DTW,7/5/2018 2:53,26.72
DTW,7/5/2018 3:53,26.11
DTW,7/5/2018 4:53,25.61
DTW,7/5/2018 5:53,25.61
DTW,7/5/2018 6:53,26.11
DTW,7/5/2018 7:53,27.22
DTW,7/5/2018 8:53,27.22
DTW,7/5/2018 9:53,26.72
DTW,7/5/2018 10:53,30
DTW,7/5/2018 11:53,31.11
DTW,7/5/2018 12:53,32.22
DTW,7/5/2018 13:53,33.89
DTW,7/5/2018 14:53,34.39
DTW,7/5/2018 15:53,35
DTW,7/5/2018 16:53,34.39
DTW,7/5/2018 17:53,33.28
DTW,7/5/2018 18:53,33.28
DTW,7/5/2018 19:53,29.39
DTW,7/5/2018 20:53,26.72
DTW,7/5/2018 21:53,26.11
DTW,7/5/2018 22:53,28.28
DTW,7/5/2018 23:53,27.78
DTW,7/6/2018 0:53,27.22
DTW,7/6/2018 1:53,25
DTW,7/6/2018 2:53,23.28
DTW,7/6/2018 3:53,22.78
DTW,7/6/2018 4:53,21.72
DTW,7/6/2018 5:53,20.61
DTW,7/6/2018 6:53,20
DTW,7/6/2018 7:53,20.61
DTW,7/6/2018 8:53,21.11
DTW,7/6/2018 9:53,22.22
DTW,7/6/2018 10:53,22.78
DTW,7/6/2018 11:53,24.39
DTW,7/6/2018 12:53,25.61
DTW,7/6/2018 13:53,26.11
DTW,7/6/2018 14:53,26.72
DTW,7/6/2018 15:53,26.72
DTW,7/6/2018 16:53,26.72
DTW,7/6/2018 17:53,26.11
DTW,7/6/2018 18:53,25
DTW,7/6/2018 19:53,24.39
DTW,7/6/2018 20:53,22.78
DTW,7/6/2018 21:53,21.11
DTW,7/6/2018 22:53,20
DTW,7/6/2018 23:53,18.28
DTW,7/7/2018 0:53,17.22
DTW,7/7/2018 1:53,16.11
DTW,7/7/2018 2:53,16.11
DTW,7/7/2018 3:53,14.39
DTW,7/7/2018 4:53,13.89
DTW,7/7/2018 5:53,13.89
DTW,7/7/2018 6:53,14.39
DTW,7/7/2018 7:53,17.22
DTW,7/7/2018 8:53,20
DTW,7/7/2018 9:53,22.22
DTW,7/7/2018 10:53,23.28
DTW,7/7/2018 11:53,23.89
DTW,7/7/2018 12:53,25
DTW,7/7/2018 13:53,26.11
DTW,7/7/2018 14:53,26.11
DTW,7/7/2018 15:53,26.11
DTW,7/7/2018 16:53,26.72
DTW,7/7/2018 17:53,26.72
DTW,7/7/2018 18:53,26.11
DTW,7/7/2018 19:53,25
DTW,7/7/2018 20:53,23.89
DTW,7/7/2018 21:53,22.22
DTW,7/7/2018 22:53,21.11
DTW,7/7/2018 23:53,20
DTW,7/8/2018 0:53,18.89
DTW,7/8/2018 1:53,17.22
DTW,7/8/2018 2:53,16.11
DTW,7/8/2018 3:53,16.11
DTW,7/8/2018 4:53,15.61
DTW,7/8/2018 5:53,15.61
DTW,7/8/2018 6:53,15.61
DTW,7/8/2018 7:53,20
DTW,7/8/2018 8:53,22.22
DTW,7/8/2018 9:53,24.39
DTW,7/8/2018 10:53,26.11
DTW,7/8/2018 11:53,27.22
DTW,7/8/2018 12:53,27.22
DTW,7/8/2018 13:53,28.89
DTW,7/8/2018 14:53,28.89
DTW,7/8/2018 15:53,30
DTW,7/8/2018 16:53,29.39
DTW,7/8/2018 17:53,28.28
DTW,7/8/2018 18:53,27.22
DTW,7/8/2018 19:53,25.61
DTW,7/8/2018 20:53,23.89
DTW,7/8/2018 21:53,22.78
DTW,7/8/2018 22:53,22.22
DTW,7/8/2018 23:53,21.11
DTW,7/9/2018 0:53,20
DTW,7/9/2018 1:53,20
DTW,7/9/2018 2:53,19.39
DTW,7/9/2018 3:53,18.89
DTW,7/9/2018 4:53,17.78
DTW,7/9/2018 5:53,17.22
DTW,7/9/2018 6:53,18.28
DTW,7/9/2018 7:53,21.11
DTW,7/9/2018 8:53,25
DTW,7/9/2018 9:53,26.72
DTW,7/9/2018 10:53,28.28
DTW,7/9/2018 11:53,29.39
DTW,7/9/2018 12:53,30.61
DTW,7/9/2018 13:53,31.72
DTW,7/9/2018 14:53,32.22
DTW,7/9/2018 15:53,32.22
DTW,7/9/2018 16:53,32.78
DTW,7/9/2018 17:53,32.78
DTW,7/9/2018 18:53,32.22
DTW,7/9/2018 19:53,31.11
DTW,7/9/2018 20:53,29.39
DTW,7/9/2018 21:53,27.22
DTW,7/9/2018 22:53,25.61
DTW,7/9/2018 23:53,23.89
DTW,7/10/2018 0:53,23.28
DTW,7/10/2018 1:53,21.11
DTW,7/10/2018 2:53,21.11
DTW,7/10/2018 3:53,21.72
DTW,7/10/2018 4:53,21.72
DTW,7/10/2018 5:53,21.72
DTW,7/10/2018 6:53,21.72
DTW,7/10/2018 7:53,22.78
DTW,7/10/2018 8:53,25.61
DTW,7/10/2018 9:53,27.22
DTW,7/10/2018 10:53,27.78
DTW,7/10/2018 11:53,29.39
DTW,7/10/2018 12:53,28.89
DTW,7/10/2018 13:53,29.39
DTW,7/10/2018 14:53,30
DTW,7/10/2018 15:53,31.11
DTW,7/10/2018 16:53,31.72
DTW,7/10/2018 17:53,31.11
DTW,7/10/2018 18:53,28.89
DTW,7/10/2018 19:53,26.72
DTW,7/10/2018 20:53,26.11
DTW,7/10/2018 21:53,23.28
DTW,7/10/2018 22:53,23.28
DTW,7/10/2018 23:53,22.78
DTW,7/11/2018 0:53,21.11
DTW,7/11/2018 1:53,20
DTW,7/11/2018 2:53,18.89
DTW,7/11/2018 3:53,18.28
DTW,7/11/2018 4:53,17.22
DTW,7/11/2018 5:53,17.22
DTW,7/11/2018 6:53,17.78
DTW,7/11/2018 7:53,21.11
DTW,7/11/2018 8:53,22.78
DTW,7/11/2018 9:53,25
DTW,7/11/2018 10:53,26.72
DTW,7/11/2018 11:53,27.22
DTW,7/11/2018 12:53,27.78
DTW,7/11/2018 13:53,29.39
DTW,7/11/2018 14:53,29.39
DTW,7/11/2018 15:53,30
DTW,7/11/2018 16:53,30
DTW,7/11/2018 17:53,30
DTW,7/11/2018 18:53,26.72
DTW,7/11/2018 19:53,25.61
DTW,7/11/2018 20:53,24.39
DTW,7/11/2018 21:53,23.28
DTW,7/11/2018 22:53,22.78
DTW,7/11/2018 23:53,21.72
DTW,7/12/2018 0:53,20.61
DTW,7/12/2018 1:53,19.39
DTW,7/12/2018 2:53,17.78
DTW,7/12/2018 3:53,17.22
DTW,7/12/2018 4:53,16.72
DTW,7/12/2018 5:53,17.22
DTW,7/12/2018 6:53,17.22
DTW,7/12/2018 7:53,20
DTW,7/12/2018 8:53,22.22
DTW,7/12/2018 9:53,24.39
DTW,7/12/2018 10:53,25.61
DTW,7/12/2018 11:53,27.22
DTW,7/12/2018 12:53,27.78
DTW,7/12/2018 13:53,27.78
DTW,7/12/2018 14:53,28.28
DTW,7/12/2018 15:53,27.22
DTW,7/12/2018 16:53,28.28
DTW,7/12/2018 17:53,26.72
DTW,7/12/2018 18:53,26.11
DTW,7/12/2018 19:53,25
DTW,7/12/2018 20:53,24.39
DTW,7/12/2018 21:53,23.89
DTW,7/12/2018 22:53,23.28
DTW,7/12/2018 23:53,23.28
DTW,7/13/2018 0:53,22.78
DTW,7/13/2018 1:53,21.72
DTW,7/13/2018 2:53,21.72
DTW,7/13/2018 3:53,20.61
DTW,7/13/2018 4:53,20.61
DTW,7/13/2018 5:53,20
DTW,7/13/2018 6:53,21.11
DTW,7/13/2018 7:53,21.72
DTW,7/13/2018 8:53,23.89
DTW,7/13/2018 9:53,23.89
DTW,7/13/2018 10:53,27.78
DTW,7/13/2018 11:53,28.89
DTW,7/13/2018 12:53,30
DTW,7/13/2018 13:53,30.61
DTW,7/13/2018 14:53,31.72
DTW,7/13/2018 15:53,31.11
DTW,7/13/2018 16:53,31.72
DTW,7/13/2018 17:53,31.11
DTW,7/13/2018 18:53,30.61
DTW,7/13/2018 19:53,28.89
DTW,7/13/2018 20:53,27.22
DTW,7/13/2018 21:53,25.61
DTW,7/13/2018 22:53,24.39
DTW,7/13/2018 23:53,23.89
DTW,7/14/2018 0:53,23.28
DTW,7/14/2018 1:53,23.28
DTW,7/14/2018 2:53,23.28
DTW,7/14/2018 3:53,22.78
DTW,7/14/2018 4:53,22.22
DTW,7/14/2018 5:53,22.78
DTW,7/14/2018 6:53,23.28
DTW,7/14/2018 7:53,23.89
DTW,7/14/2018 8:53,24.39
DTW,7/14/2018 9:53,27.22
DTW,7/14/2018 10:53,29.39
DTW,7/14/2018 11:53,30.61
DTW,7/14/2018 12:53,29.39
DTW,7/14/2018 13:53,30
DTW,7/14/2018 14:53,31.11
DTW,7/14/2018 15:53,31.11
DTW,7/14/2018 16:53,29.39
DTW,7/14/2018 17:53,29.39
DTW,7/14/2018 18:53,28.89
DTW,7/14/2018 19:53,27.78
DTW,7/14/2018 20:53,27.22
DTW,7/14/2018 21:53,26.72
DTW,7/14/2018 22:53,25.61
DTW,7/14/2018 23:53,26.11
DTW,7/15/2018 0:53,25.61
DTW,7/15/2018 1:53,25.61
DTW,7/15/2018 2:53,25.61
DTW,7/15/2018 3:53,24.39
DTW,7/15/2018 4:53,24.39
DTW,7/15/2018 5:53,23.89
DTW,7/15/2018 6:53,24.39
DTW,7/15/2018 7:53,26.11
DTW,7/15/2018 8:53,27.22
DTW,7/15/2018 9:53,29.39
DTW,7/15/2018 10:53,30
DTW,7/15/2018 11:53,30
DTW,7/15/2018 12:53,31.72
DTW,7/15/2018 13:53,32.22
DTW,7/15/2018 14:53,32.78
DTW,7/15/2018 15:53,32.78
DTW,7/15/2018 16:53,33.89
DTW,7/15/2018 17:53,32.22
DTW,7/15/2018 18:53,32.22
DTW,7/15/2018 19:53,30.61
DTW,7/15/2018 20:53,29.39
DTW,7/15/2018 21:53,27.78
DTW,7/15/2018 22:53,25.61
DTW,7/15/2018 23:53,26.11
DTW,7/16/2018 0:53,25.61
DTW,7/16/2018 1:53,25.61
DTW,7/16/2018 2:53,25
DTW,7/16/2018 3:53,23.89
DTW,7/16/2018 4:53,23.89
DTW,7/16/2018 5:53,23.28
DTW,7/16/2018 6:53,23.28
DTW,7/16/2018 7:53,23.28
DTW,7/16/2018 8:53,26.11
DTW,7/16/2018 9:53,27.22
DTW,7/16/2018 10:53,28.89
DTW,7/16/2018 11:53,30
DTW,7/16/2018 12:53,32.22
DTW,7/16/2018 13:53,32.22
DTW,7/16/2018 14:53,28.89
DTW,7/16/2018 15:53,26.72
DTW,7/16/2018 16:53,27.78
DTW,7/16/2018 17:53,28.28
DTW,7/16/2018 18:53,30
DTW,7/16/2018 19:53,27.78
DTW,7/16/2018 20:53,26.11
DTW,7/16/2018 21:53,25.61
DTW,7/16/2018 22:53,23.28
DTW,7/16/2018 23:53,23.89
DTW,7/17/2018 0:53,23.28
DTW,7/17/2018 1:53,22.22
DTW,7/17/2018 2:53,21.11
DTW,7/17/2018 3:53,20
DTW,7/17/2018 4:53,18.89
DTW,7/17/2018 5:53,18.89
DTW,7/17/2018 6:53,18.89
DTW,7/17/2018 7:53,21.11
DTW,7/17/2018 8:53,22.78
DTW,7/17/2018 9:53,24.39
DTW,7/17/2018 10:53,26.11
DTW,7/17/2018 11:53,27.22
DTW,7/17/2018 12:53,28.28
DTW,7/17/2018 13:53,27.22
DTW,7/17/2018 14:53,28.28
DTW,7/17/2018 15:53,28.28
DTW,7/17/2018 16:53,27.78
DTW,7/17/2018 17:53,27.22
DTW,7/17/2018 18:53,27.22
DTW,7/17/2018 19:53,26.11
DTW,7/17/2018 20:53,24.39
DTW,7/17/2018 21:53,23.28
DTW,7/17/2018 22:53,22.22
DTW,7/17/2018 23:53,21.11
DTW,7/18/2018 0:53,20
DTW,7/18/2018 1:53,18.28
DTW,7/18/2018 2:53,17.78
DTW,7/18/2018 3:53,17.22
DTW,7/18/2018 4:53,16.72
DTW,7/18/2018 5:53,16.11
DTW,7/18/2018 6:53,17.22
DTW,7/18/2018 7:53,18.89
DTW,7/18/2018 8:53,20.61
DTW,7/18/2018 9:53,22.22
DTW,7/18/2018 10:53,24.39
DTW,7/18/2018 11:53,25
DTW,7/18/2018 12:53,26.11
DTW,7/18/2018 13:53,26.72
DTW,7/18/2018 14:53,27.22
DTW,7/18/2018 15:53,27.78
DTW,7/18/2018 16:53,28.28
DTW,7/18/2018 17:53,27.22
DTW,7/18/2018 18:53,26.11
DTW,7/18/2018 19:53,25
DTW,7/18/2018 20:53,23.28
DTW,7/18/2018 21:53,22.78
DTW,7/18/2018 22:53,21.72
DTW,7/18/2018 23:53,21.11
DTW,7/19/2018 0:53,21.11
DTW,7/19/2018 1:53,20
DTW,7/19/2018 2:53,18.89
DTW,7/19/2018 3:53,18.28
DTW,7/19/2018 4:53,17.78
DTW,7/19/2018 5:53,17.78
DTW,7/19/2018 6:53,17.22
DTW,7/19/2018 7:53,20
DTW,7/19/2018 8:53,22.22
DTW,7/19/2018 9:53,25
DTW,7/19/2018 10:53,25.61
DTW,7/19/2018 11:53,26.72
DTW,7/19/2018 12:53,27.22
DTW,7/19/2018 13:53,27.22
DTW,7/19/2018 14:53,27.22
DTW,7/19/2018 15:53,27.22
DTW,7/19/2018 16:53,27.22
DTW,7/19/2018 17:53,27.78
DTW,7/19/2018 18:53,27.22
DTW,7/19/2018 19:53,26.72
DTW,7/19/2018 20:53,25
DTW,7/19/2018 21:53,23.28
DTW,7/19/2018 22:53,22.22
DTW,7/19/2018 23:53,21.72
DTW,7/20/2018 0:53,21.11
DTW,7/20/2018 1:53,21.11
DTW,7/20/2018 2:53,20.61
DTW,7/20/2018 3:53,20.61
DTW,7/20/2018 4:53,20.61
DTW,7/20/2018 5:53,20.61
DTW,7/20/2018 6:53,21.72
DTW,7/20/2018 7:53,22.78
DTW,7/20/2018 8:53,24.39
DTW,7/20/2018 9:53,26.72
DTW,7/20/2018 10:53,27.22
DTW,7/20/2018 11:53,25.61
DTW,7/20/2018 12:53,23.28
DTW,7/20/2018 13:53,22.78
DTW,7/20/2018 14:53,22.78
DTW,7/20/2018 15:53,26.11
DTW,7/20/2018 16:53,26.72
DTW,7/20/2018 17:53,25.61
DTW,7/20/2018 18:53,25.61
DTW,7/20/2018 19:53,24.39
DTW,7/20/2018 20:53,23.89
DTW,7/20/2018 21:53,23.28
DTW,7/20/2018 22:53,23.28
DTW,7/20/2018 23:53,22.78
DTW,7/21/2018 0:53,22.78
DTW,7/21/2018 1:53,21.72
DTW,7/21/2018 2:53,20.61
DTW,7/21/2018 3:53,20.61
DTW,7/21/2018 4:53,20.61
DTW,7/21/2018 5:53,20
DTW,7/21/2018 6:53,20
DTW,7/21/2018 7:53,20
DTW,7/21/2018 8:53,20
DTW,7/21/2018 9:53,20.61
DTW,7/21/2018 10:53,21.11
DTW,7/21/2018 11:53,21.11
DTW,7/21/2018 12:53,21.72
DTW,7/21/2018 13:53,21.11
DTW,7/21/2018 14:53,21.11
DTW,7/21/2018 15:53,21.72
DTW,7/21/2018 16:53,21.72
DTW,7/21/2018 17:53,22.22
DTW,7/21/2018 18:53,22.22
DTW,7/21/2018 19:53,22.78
DTW,7/21/2018 20:53,22.78
DTW,7/21/2018 21:53,22.22
DTW,7/21/2018 22:53,22.22
DTW,7/21/2018 23:53,22.22
DTW,7/22/2018 0:53,22.22
DTW,7/22/2018 1:53,22.22
DTW,7/22/2018 2:53,21.72
DTW,7/22/2018 3:53,21.11
DTW,7/22/2018 4:53,21.72
DTW,7/22/2018 5:53,21.72
DTW,7/22/2018 6:53,21.11
DTW,7/22/2018 7:53,21.11
DTW,7/22/2018 8:53,21.11
DTW,7/22/2018 9:53,21.11
DTW,7/22/2018 10:53,20
DTW,7/22/2018 11:53,19.39
DTW,7/22/2018 12:53,19.39
DTW,7/22/2018 13:53,21.72
DTW,7/22/2018 14:53,22.22
DTW,7/22/2018 15:53,21.11
DTW,7/22/2018 16:53,21.72
DTW,7/22/2018 17:53,20
DTW,7/22/2018 18:53,18.89
DTW,7/22/2018 19:53,19.39
DTW,7/22/2018 20:53,18.89
DTW,7/22/2018 21:53,18.89
DTW,7/22/2018 22:53,18.89
DTW,7/22/2018 23:53,19.39
DTW,7/23/2018 0:53,18.89
DTW,7/23/2018 1:53,18.28
DTW,7/23/2018 2:53,17.78
DTW,7/23/2018 3:53,17.78
DTW,7/23/2018 4:53,16.72
DTW,7/23/2018 5:53,16.11
DTW,7/23/2018 6:53,16.72
DTW,7/23/2018 7:53,17.78
DTW,7/23/2018 8:53,19.39
DTW,7/23/2018 9:53,21.11
DTW,7/23/2018 10:53,23.28
DTW,7/23/2018 11:53,23.28
DTW,7/23/2018 12:53,21.11
DTW,7/23/2018 13:53,23.28
DTW,7/23/2018 14:53,24.39
DTW,7/23/2018 15:53,26.11
DTW,7/23/2018 16:53,26.72
DTW,7/23/2018 17:53,25.61
DTW,7/23/2018 18:53,25.61
DTW,7/23/2018 19:53,25.61
DTW,7/23/2018 20:53,24.39
DTW,7/23/2018 21:53,23.28
DTW,7/23/2018 22:53,22.78
DTW,7/23/2018 23:53,22.78
DTW,7/24/2018 0:53,22.22
DTW,7/24/2018 1:53,22.22
DTW,7/24/2018 2:53,21.72
DTW,7/24/2018 3:53,21.72
DTW,7/24/2018 4:53,21.11
DTW,7/24/2018 5:53,21.11
DTW,7/24/2018 6:53,21.11
DTW,7/24/2018 7:53,22.22
DTW,7/24/2018 8:53,25
DTW,7/24/2018 9:53,25
DTW,7/24/2018 10:53,25
DTW,7/24/2018 11:53,26.72
DTW,7/24/2018 12:53,26.72
DTW,7/24/2018 13:53,26.11
DTW,7/24/2018 14:53,27.78
DTW,7/24/2018 15:53,29.39
DTW,7/24/2018 16:53,27.78
DTW,7/24/2018 17:53,28.89
DTW,7/24/2018 18:53,27.78
DTW,7/24/2018 19:53,27.22
DTW,7/24/2018 20:53,25.61
DTW,7/24/2018 21:53,25
DTW,7/24/2018 22:53,24.39
DTW,7/24/2018 23:53,23.28
DTW,7/25/2018 0:53,22.22
DTW,7/25/2018 1:53,22.78
DTW,7/25/2018 2:53,21.72
DTW,7/25/2018 3:53,21.11
DTW,7/25/2018 4:53,21.11
DTW,7/25/2018 5:53,20.61
DTW,7/25/2018 6:53,20.61
DTW,7/25/2018 7:53,21.72
DTW,7/25/2018 8:53,23.89
DTW,7/25/2018 9:53,25.61
DTW,7/25/2018 10:53,26.72
DTW,7/25/2018 11:53,28.89
DTW,7/25/2018 12:53,28.89
DTW,7/25/2018 13:53,31.11
DTW,7/25/2018 14:53,29.39
DTW,7/25/2018 15:53,31.72
DTW,7/25/2018 16:53,31.11
DTW,7/25/2018 17:53,31.72
DTW,7/25/2018 18:53,30.61
DTW,7/25/2018 19:53,29.39
DTW,7/25/2018 20:53,27.22
DTW,7/25/2018 21:53,25.61
DTW,7/25/2018 22:53,25.61
DTW,7/25/2018 23:53,25
DTW,7/26/2018 0:53,23.28
DTW,7/26/2018 1:53,21.11
DTW,7/26/2018 2:53,20.61
DTW,7/26/2018 3:53,20.61
DTW,7/26/2018 4:53,20
DTW,7/26/2018 5:53,19.39
DTW,7/26/2018 6:53,19.39
DTW,7/26/2018 7:53,20.61
DTW,7/26/2018 8:53,22.22
DTW,7/26/2018 9:53,22.78
DTW,7/26/2018 10:53,24.39
DTW,7/26/2018 11:53,27.78
DTW,7/26/2018 12:53,29.39
DTW,7/26/2018 13:53,19.39
DTW,7/26/2018 14:53,23.28
DTW,7/26/2018 15:53,27.22
DTW,7/26/2018 16:53,27.78
DTW,7/26/2018 17:53,27.78
DTW,7/26/2018 18:53,27.22
DTW,7/26/2018 19:53,26.11
DTW,7/26/2018 20:53,23.89
DTW,7/26/2018 21:53,22.22
