,COP NEEP 50,,,,,,,,,,,
4439,5.435200009,,,,,,,,,,,
4440,5.384800009,,,,,,,,,,,
4441,5.342800009,,,,,,,,,,,
4442,5.342800009,,,,,,,,,,,
4443,5.292400009,,,,,,,,,,,
4444,5.250400009,,,,,,,,,,,
4445,5.250400009,,,,,,,,,,,
4446,5.292400009,,,,,,,,,,,
4447,5.384800009,,,,,,,,,,,
4448,5.384800009,,,,,,,,,,,
4449,5.342800009,,,,,,,,,,,
4450,5.62000001,,,,,,,,,,,
4451,5.71240001,,,,,,,,,,,
4452,5.804800011,,,,,,,,,,,
4453,5.947600011,,,,,,,,,,,
4454,5.989600012,,,,,,,,,,,
4455,6.040000012,,,,,,,,,,,
4456,5.989600012,,,,,,,,,,,
4457,5.897200011,,,,,,,,,,,
4458,5.897200011,,,,,,,,,,,
4459,5.56960001,,,,,,,,,,,
4460,5.342800009,,,,,,,,,,,
4461,5.292400009,,,,,,,,,,,
4462,5.47720001,,,,,,,,,,,
4463,5.435200009,,,,,,,,,,,
4464,5.384800009,,,,,,,,,,,
4465,5.200000008,,,,,,,,,,,
4466,5.057200008,,,,,,,,,,,
4467,5.015200008,,,,,,,,,,,
4468,4.922800007,,,,,,,,,,,
4469,4.830400007,,,,,,,,,,,
4470,4.780000007,,,,,,,,,,,
4471,4.830400007,,,,,,,,,,,
4472,4.872400007,,,,,,,,,,,
4473,4.964800007,,,,,,,,,,,
4474,5.015200008,,,,,,,,,,,
4475,5.149600008,,,,,,,,,,,
4476,5.250400009,,,,,,,,,,,
4477,5.292400009,,,,,,,,,,,
4478,5.342800009,,,,,,,,,,,
4479,5.342800009,,,,,,,,,,,
4480,5.342800009,,,,,,,,,,,
4481,5.292400009,,,,,,,,,,,
4482,5.200000008,,,,,,,,,,,
4483,5.149600008,,,,,,,,,,,
4484,5.015200008,,,,,,,,,,,
4485,4.872400007,,,,,,,,,,,
4486,4.780000007,,,,,,,,,,,
4487,4.637200006,,,,,,,,,,,
4488,4.544800006,,,,,,,,,,,
4489,4.452400005,,,,,,,,,,,
4490,4.452400005,,,,,,,,,,,
4491,4.309600005,,,,,,,,,,,
4492,4.267600005,,,,,,,,,,,
4493,4.267600005,,,,,,,,,,,
4494,4.309600005,,,,,,,,,,,
4495,4.544800006,,,,,,,,,,,
4496,4.780000007,,,,,,,,,,,
4497,4.964800007,,,,,,,,,,,
4498,5.057200008,,,,,,,,,,,
4499,5.107600008,,,,,,,,,,,
4500,5.200000008,,,,,,,,,,,
4501,5.292400009,,,,,,,,,,,
4502,5.292400009,,,,,,,,,,,
4503,5.292400009,,,,,,,,,,,
4504,5.342800009,,,,,,,,,,,
4505,5.342800009,,,,,,,,,,,
4506,5.292400009,,,,,,,,,,,
4507,5.200000008,,,,,,,,,,,
4508,5.107600008,,,,,,,,,,,
4509,4.964800007,,,,,,,,,,,
4510,4.872400007,,,,,,,,,,,
4511,4.780000007,,,,,,,,,,,
4512,4.687600006,,,,,,,,,,,
4513,4.544800006,,,,,,,,,,,
4514,4.452400005,,,,,,,,,,,
4515,4.452400005,,,,,,,,,,,
4516,4.410400005,,,,,,,,,,,
4517,4.410400005,,,,,,,,,,,
4518,4.410400005,,,,,,,,,,,
4519,4.780000007,,,,,,,,,,,
4520,4.964800007,,,,,,,,,,,
4521,5.149600008,,,,,,,,,,,
4522,5.292400009,,,,,,,,,,,
4523,5.384800009,,,,,,,,,,,
4524,5.384800009,,,,,,,,,,,
4525,5.52760001,,,,,,,,,,,
4526,5.52760001,,,,,,,,,,,
4527,5.62000001,,,,,,,,,,,
4528,5.56960001,,,,,,,,,,,
4529,5.47720001,,,,,,,,,,,
4530,5.384800009,,,,,,,,,,,
4531,5.250400009,,,,,,,,,,,
4532,5.107600008,,,,,,,,,,,
4533,5.015200008,,,,,,,,,,,
4534,4.964800007,,,,,,,,,,,
4535,4.872400007,,,,,,,,,,,
4536,4.780000007,,,,,,,,,,,
4537,4.780000007,,,,,,,,,,,
4538,4.729600007,,,,,,,,,,,
4539,4.687600006,,,,,,,,,,,
4540,4.595200006,,,,,,,,,,,
4541,4.544800006,,,,,,,,,,,
4542,4.637200006,,,,,,,,,,,
4543,4.872400007,,,,,,,,,,,
4544,5.200000008,,,,,,,,,,,
4545,5.342800009,,,,,,,,,,,
4546,5.47720001,,,,,,,,,,,
4547,5.56960001,,,,,,,,,,,
4548,5.67040001,,,,,,,,,,,
4549,5.762800011,,,,,,,,,,,
4550,5.804800011,,,,,,,,,,,
4551,5.804800011,,,,,,,,,,,
4552,5.855200011,,,,,,,,,,,
4553,5.855200011,,,,,,,,,,,
4554,5.804800011,,,,,,,,,,,
4555,5.71240001,,,,,,,,,,,
4556,5.56960001,,,,,,,,,,,
4557,5.384800009,,,,,,,,,,,
4558,5.250400009,,,,,,,,,,,
4559,5.107600008,,,,,,,,,,,
4560,5.057200008,,,,,,,,,,,
4561,4.872400007,,,,,,,,,,,
4562,4.872400007,,,,,,,,,,,
4563,4.922800007,,,,,,,,,,,
4564,4.922800007,,,,,,,,,,,
4565,4.922800007,,,,,,,,,,,
4566,4.922800007,,,,,,,,,,,
4567,5.015200008,,,,,,,,,,,
4568,5.250400009,,,,,,,,,,,
4569,5.384800009,,,,,,,,,,,
4570,5.435200009,,,,,,,,,,,
4571,5.56960001,,,,,,,,,,,
4572,5.52760001,,,,,,,,,,,
4573,5.56960001,,,,,,,,,,,
4574,5.62000001,,,,,,,,,,,
4575,5.71240001,,,,,,,,,,,
4576,5.762800011,,,,,,,,,,,
4577,5.71240001,,,,,,,,,,,
4578,5.52760001,,,,,,,,,,,
4579,5.342800009,,,,,,,,,,,
4580,5.292400009,,,,,,,,,,,
4581,5.057200008,,,,,,,,,,,
4582,5.057200008,,,,,,,,,,,
4583,5.015200008,,,,,,,,,,,
4584,4.872400007,,,,,,,,,,,
4585,4.780000007,,,,,,,,,,,
4586,4.687600006,,,,,,,,,,,
4587,4.637200006,,,,,,,,,,,
4588,4.544800006,,,,,,,,,,,
4589,4.544800006,,,,,,,,,,,
4590,4.595200006,,,,,,,,,,,
4591,4.872400007,,,,,,,,,,,
4592,5.015200008,,,,,,,,,,,
4593,5.200000008,,,,,,,,,,,
4594,5.342800009,,,,,,,,,,,
4595,5.384800009,,,,,,,,,,,
4596,5.435200009,,,,,,,,,,,
4597,5.56960001,,,,,,,,,,,
4598,5.56960001,,,,,,,,,,,
4599,5.62000001,,,,,,,,,,,
4600,5.62000001,,,,,,,,,,,
4601,5.62000001,,,,,,,,,,,
4602,5.342800009,,,,,,,,,,,
4603,5.250400009,,,,,,,,,,,
4604,5.149600008,,,,,,,,,,,
4605,5.057200008,,,,,,,,,,,
4606,5.015200008,,,,,,,,,,,
4607,4.922800007,,,,,,,,,,,
4608,4.830400007,,,,,,,,,,,
4609,4.729600007,,,,,,,,,,,
4610,4.595200006,,,,,,,,,,,
4611,4.544800006,,,,,,,,,,,
4612,4.502800006,,,,,,,,,,,
4613,4.544800006,,,,,,,,,,,
4614,4.544800006,,,,,,,,,,,
4615,4.780000007,,,,,,,,,,,
4616,4.964800007,,,,,,,,,,,
4617,5.149600008,,,,,,,,,,,
4618,5.250400009,,,,,,,,,,,
4619,5.384800009,,,,,,,,,,,
4620,5.435200009,,,,,,,,,,,
4621,5.435200009,,,,,,,,,,,
4622,5.47720001,,,,,,,,,,,
4623,5.384800009,,,,,,,,,,,
4624,5.47720001,,,,,,,,,,,
4625,5.342800009,,,,,,,,,,,
4626,5.292400009,,,,,,,,,,,
4627,5.200000008,,,,,,,,,,,
4628,5.149600008,,,,,,,,,,,
4629,5.107600008,,,,,,,,,,,
4630,5.057200008,,,,,,,,,,,
4631,5.057200008,,,,,,,,,,,
4632,5.015200008,,,,,,,,,,,
4633,4.922800007,,,,,,,,,,,
4634,4.922800007,,,,,,,,,,,
4635,4.830400007,,,,,,,,,,,
4636,4.830400007,,,,,,,,,,,
4637,4.780000007,,,,,,,,,,,
4638,4.872400007,,,,,,,,,,,
4639,4.922800007,,,,,,,,,,,
4640,5.107600008,,,,,,,,,,,
4641,5.107600008,,,,,,,,,,,
4642,5.435200009,,,,,,,,,,,
4643,5.52760001,,,,,,,,,,,
4644,5.62000001,,,,,,,,,,,
4645,5.67040001,,,,,,,,,,,
4646,5.762800011,,,,,,,,,,,
4647,5.71240001,,,,,,,,,,,
4648,5.762800011,,,,,,,,,,,
4649,5.71240001,,,,,,,,,,,
4650,5.67040001,,,,,,,,,,,
4651,5.52760001,,,,,,,,,,,
4652,5.384800009,,,,,,,,,,,
4653,5.250400009,,,,,,,,,,,
4654,5.149600008,,,,,,,,,,,
4655,5.107600008,,,,,,,,,,,
4656,5.057200008,,,,,,,,,,,
4657,5.057200008,,,,,,,,,,,
4658,5.057200008,,,,,,,,,,,
4659,5.015200008,,,,,,,,,,,
4660,4.964800007,,,,,,,,,,,
4661,5.015200008,,,,,,,,,,,
4662,5.057200008,,,,,,,,,,,
4663,5.107600008,,,,,,,,,,,
4664,5.149600008,,,,,,,,,,,
4665,5.384800009,,,,,,,,,,,
4666,5.56960001,,,,,,,,,,,
4667,5.67040001,,,,,,,,,,,
4668,5.56960001,,,,,,,,,,,
4669,5.62000001,,,,,,,,,,,
4670,5.71240001,,,,,,,,,,,
4671,5.71240001,,,,,,,,,,,
4672,5.56960001,,,,,,,,,,,
4673,5.56960001,,,,,,,,,,,
4674,5.52760001,,,,,,,,,,,
4675,5.435200009,,,,,,,,,,,
4676,5.384800009,,,,,,,,,,,
4677,5.342800009,,,,,,,,,,,
4678,5.250400009,,,,,,,,,,,
4679,5.292400009,,,,,,,,,,,
4680,5.250400009,,,,,,,,,,,
4681,5.250400009,,,,,,,,,,,
4682,5.250400009,,,,,,,,,,,
4683,5.149600008,,,,,,,,,,,
4684,5.149600008,,,,,,,,,,,
4685,5.107600008,,,,,,,,,,,
4686,5.149600008,,,,,,,,,,,
4687,5.292400009,,,,,,,,,,,
4688,5.384800009,,,,,,,,,,,
4689,5.56960001,,,,,,,,,,,
4690,5.62000001,,,,,,,,,,,
4691,5.62000001,,,,,,,,,,,
4692,5.762800011,,,,,,,,,,,
4693,5.804800011,,,,,,,,,,,
4694,5.855200011,,,,,,,,,,,
4695,5.855200011,,,,,,,,,,,
4696,5.947600011,,,,,,,,,,,
4697,5.804800011,,,,,,,,,,,
4698,5.804800011,,,,,,,,,,,
4699,5.67040001,,,,,,,,,,,
4700,5.56960001,,,,,,,,,,,
4701,5.435200009,,,,,,,,,,,
4702,5.250400009,,,,,,,,,,,
4703,5.292400009,,,,,,,,,,,
4704,5.250400009,,,,,,,,,,,
4705,5.250400009,,,,,,,,,,,
4706,5.200000008,,,,,,,,,,,
4707,5.107600008,,,,,,,,,,,
4708,5.107600008,,,,,,,,,,,
4709,5.057200008,,,,,,,,,,,
4710,5.057200008,,,,,,,,,,,
4711,5.057200008,,,,,,,,,,,
4712,5.292400009,,,,,,,,,,,
4713,5.384800009,,,,,,,,,,,
4714,5.52760001,,,,,,,,,,,
4715,5.62000001,,,,,,,,,,,
4716,5.804800011,,,,,,,,,,,
4717,5.804800011,,,,,,,,,,,
4718,5.52760001,,,,,,,,,,,
4719,5.342800009,,,,,,,,,,,
4720,5.435200009,,,,,,,,,,,
4721,5.47720001,,,,,,,,,,,
4722,5.62000001,,,,,,,,,,,
4723,5.435200009,,,,,,,,,,,
4724,5.292400009,,,,,,,,,,,
4725,5.250400009,,,,,,,,,,,
4726,5.057200008,,,,,,,,,,,
4727,5.107600008,,,,,,,,,,,
4728,5.057200008,,,,,,,,,,,
4729,4.964800007,,,,,,,,,,,
4730,4.872400007,,,,,,,,,,,
4731,4.780000007,,,,,,,,,,,
4732,4.687600006,,,,,,,,,,,
4733,4.687600006,,,,,,,,,,,
4734,4.687600006,,,,,,,,,,,
4735,4.872400007,,,,,,,,,,,
4736,5.015200008,,,,,,,,,,,
4737,5.149600008,,,,,,,,,,,
4738,5.292400009,,,,,,,,,,,
4739,5.384800009,,,,,,,,,,,
4740,5.47720001,,,,,,,,,,,
4741,5.384800009,,,,,,,,,,,
4742,5.47720001,,,,,,,,,,,
4743,5.47720001,,,,,,,,,,,
4744,5.435200009,,,,,,,,,,,
4745,5.384800009,,,,,,,,,,,
4746,5.384800009,,,,,,,,,,,
4747,5.292400009,,,,,,,,,,,
4748,5.149600008,,,,,,,,,,,
4749,5.057200008,,,,,,,,,,,
4750,4.964800007,,,,,,,,,,,
4751,4.872400007,,,,,,,,,,,
4752,4.780000007,,,,,,,,,,,
4753,4.637200006,,,,,,,,,,,
4754,4.595200006,,,,,,,,,,,
4755,4.544800006,,,,,,,,,,,
4756,4.502800006,,,,,,,,,,,
4757,4.452400005,,,,,,,,,,,
4758,4.544800006,,,,,,,,,,,
4759,4.687600006,,,,,,,,,,,
4760,4.830400007,,,,,,,,,,,
4761,4.964800007,,,,,,,,,,,
4762,5.149600008,,,,,,,,,,,
4763,5.200000008,,,,,,,,,,,
4764,5.292400009,,,,,,,,,,,
4765,5.342800009,,,,,,,,,,,
4766,5.384800009,,,,,,,,,,,
4767,5.435200009,,,,,,,,,,,
4768,5.47720001,,,,,,,,,,,
4769,5.384800009,,,,,,,,,,,
4770,5.292400009,,,,,,,,,,,
4771,5.200000008,,,,,,,,,,,
4772,5.057200008,,,,,,,,,,,
4773,5.015200008,,,,,,,,,,,
4774,4.922800007,,,,,,,,,,,
4775,4.872400007,,,,,,,,,,,
4776,4.872400007,,,,,,,,,,,
4777,4.780000007,,,,,,,,,,,
4778,4.687600006,,,,,,,,,,,
4779,4.637200006,,,,,,,,,,,
4780,4.595200006,,,,,,,,,,,
4781,4.595200006,,,,,,,,,,,
4782,4.544800006,,,,,,,,,,,
4783,4.780000007,,,,,,,,,,,
4784,4.964800007,,,,,,,,,,,
4785,5.200000008,,,,,,,,,,,
4786,5.250400009,,,,,,,,,,,
4787,5.342800009,,,,,,,,,,,
4788,5.384800009,,,,,,,,,,,
4789,5.384800009,,,,,,,,,,,
4790,5.384800009,,,,,,,,,,,
4791,5.384800009,,,,,,,,,,,
4792,5.384800009,,,,,,,,,,,
4793,5.435200009,,,,,,,,,,,
4794,5.384800009,,,,,,,,,,,
4795,5.342800009,,,,,,,,,,,
4796,5.200000008,,,,,,,,,,,
4797,5.057200008,,,,,,,,,,,
4798,4.964800007,,,,,,,,,,,
4799,4.922800007,,,,,,,,,,,
4800,4.872400007,,,,,,,,,,,
4801,4.872400007,,,,,,,,,,,
4802,4.830400007,,,,,,,,,,,
4803,4.830400007,,,,,,,,,,,
4804,4.830400007,,,,,,,,,,,
4805,4.830400007,,,,,,,,,,,
4806,4.922800007,,,,,,,,,,,
4807,5.015200008,,,,,,,,,,,
4808,5.149600008,,,,,,,,,,,
4809,5.342800009,,,,,,,,,,,
4810,5.384800009,,,,,,,,,,,
4811,5.250400009,,,,,,,,,,,
4812,5.057200008,,,,,,,,,,,
4813,5.015200008,,,,,,,,,,,
4814,5.015200008,,,,,,,,,,,
4815,5.292400009,,,,,,,,,,,
4816,5.342800009,,,,,,,,,,,
4817,5.250400009,,,,,,,,,,,
4818,5.250400009,,,,,,,,,,,
4819,5.149600008,,,,,,,,,,,
4820,5.107600008,,,,,,,,,,,
4821,5.057200008,,,,,,,,,,,
4822,5.057200008,,,,,,,,,,,
4823,5.015200008,,,,,,,,,,,
4824,5.015200008,,,,,,,,,,,
4825,4.922800007,,,,,,,,,,,
4826,4.830400007,,,,,,,,,,,
4827,4.830400007,,,,,,,,,,,
4828,4.830400007,,,,,,,,,,,
4829,4.780000007,,,,,,,,,,,
4830,4.780000007,,,,,,,,,,,
4831,4.780000007,,,,,,,,,,,
4832,4.780000007,,,,,,,,,,,
4833,4.830400007,,,,,,,,,,,
4834,4.872400007,,,,,,,,,,,
4835,4.872400007,,,,,,,,,,,
4836,4.922800007,,,,,,,,,,,
4837,4.872400007,,,,,,,,,,,
4838,4.872400007,,,,,,,,,,,
4839,4.922800007,,,,,,,,,,,
4840,4.922800007,,,,,,,,,,,
4841,4.964800007,,,,,,,,,,,
4842,4.964800007,,,,,,,,,,,
4843,5.015200008,,,,,,,,,,,
4844,5.015200008,,,,,,,,,,,
4845,4.964800007,,,,,,,,,,,
4846,4.964800007,,,,,,,,,,,
4847,4.964800007,,,,,,,,,,,
4848,4.964800007,,,,,,,,,,,
4849,4.964800007,,,,,,,,,,,
4850,4.922800007,,,,,,,,,,,
4851,4.872400007,,,,,,,,,,,
4852,4.922800007,,,,,,,,,,,
4853,4.922800007,,,,,,,,,,,
4854,4.872400007,,,,,,,,,,,
4855,4.872400007,,,,,,,,,,,
4856,4.872400007,,,,,,,,,,,
4857,4.872400007,,,,,,,,,,,
4858,4.780000007,,,,,,,,,,,
4859,4.729600007,,,,,,,,,,,
4860,4.729600007,,,,,,,,,,,
4861,4.922800007,,,,,,,,,,,
4862,4.964800007,,,,,,,,,,,
4863,4.872400007,,,,,,,,,,,
4864,4.922800007,,,,,,,,,,,
4865,4.780000007,,,,,,,,,,,
4866,4.687600006,,,,,,,,,,,
4867,4.729600007,,,,,,,,,,,
4868,4.687600006,,,,,,,,,,,
4869,4.687600006,,,,,,,,,,,
4870,4.687600006,,,,,,,,,,,
4871,4.729600007,,,,,,,,,,,
4872,4.687600006,,,,,,,,,,,
4873,4.637200006,,,,,,,,,,,
4874,4.595200006,,,,,,,,,,,
4875,4.595200006,,,,,,,,,,,
4876,4.502800006,,,,,,,,,,,
4877,4.452400005,,,,,,,,,,,
4878,4.502800006,,,,,,,,,,,
4879,4.595200006,,,,,,,,,,,
4880,4.729600007,,,,,,,,,,,
4881,4.872400007,,,,,,,,,,,
4882,5.057200008,,,,,,,,,,,
4883,5.057200008,,,,,,,,,,,
4884,4.872400007,,,,,,,,,,,
4885,5.057200008,,,,,,,,,,,
4886,5.149600008,,,,,,,,,,,
4887,5.292400009,,,,,,,,,,,
4888,5.342800009,,,,,,,,,,,
4889,5.250400009,,,,,,,,,,,
4890,5.250400009,,,,,,,,,,,
4891,5.250400009,,,,,,,,,,,
4892,5.149600008,,,,,,,,,,,
4893,5.057200008,,,,,,,,,,,
4894,5.015200008,,,,,,,,,,,
4895,5.015200008,,,,,,,,,,,
4896,4.964800007,,,,,,,,,,,
4897,4.964800007,,,,,,,,,,,
4898,4.922800007,,,,,,,,,,,
4899,4.922800007,,,,,,,,,,,
4900,4.872400007,,,,,,,,,,,
4901,4.872400007,,,,,,,,,,,
4902,4.872400007,,,,,,,,,,,
4903,4.964800007,,,,,,,,,,,
4904,5.200000008,,,,,,,,,,,
4905,5.200000008,,,,,,,,,,,
4906,5.200000008,,,,,,,,,,,
4907,5.342800009,,,,,,,,,,,
4908,5.342800009,,,,,,,,,,,
4909,5.292400009,,,,,,,,,,,
4910,5.435200009,,,,,,,,,,,
4911,5.56960001,,,,,,,,,,,
4912,5.435200009,,,,,,,,,,,
4913,5.52760001,,,,,,,,,,,
4914,5.435200009,,,,,,,,,,,
4915,5.384800009,,,,,,,,,,,
4916,5.250400009,,,,,,,,,,,
4917,5.200000008,,,,,,,,,,,
4918,5.149600008,,,,,,,,,,,
4919,5.057200008,,,,,,,,,,,
4920,4.964800007,,,,,,,,,,,
4921,5.015200008,,,,,,,,,,,
4922,4.922800007,,,,,,,,,,,
4923,4.872400007,,,,,,,,,,,
4924,4.872400007,,,,,,,,,,,
4925,4.830400007,,,,,,,,,,,
4926,4.830400007,,,,,,,,,,,
4927,4.922800007,,,,,,,,,,,
4928,5.107600008,,,,,,,,,,,
4929,5.250400009,,,,,,,,,,,
4930,5.342800009,,,,,,,,,,,
4931,5.52760001,,,,,,,,,,,
4932,5.52760001,,,,,,,,,,,
4933,5.71240001,,,,,,,,,,,
4934,5.56960001,,,,,,,,,,,
4935,5.762800011,,,,,,,,,,,
4936,5.71240001,,,,,,,,,,,
4937,5.762800011,,,,,,,,,,,
4938,5.67040001,,,,,,,,,,,
4939,5.56960001,,,,,,,,,,,
4940,5.384800009,,,,,,,,,,,
4941,5.250400009,,,,,,,,,,,
4942,5.250400009,,,,,,,,,,,
4943,5.200000008,,,,,,,,,,,
4944,5.057200008,,,,,,,,,,,
4945,4.872400007,,,,,,,,,,,
4946,4.830400007,,,,,,,,,,,
4947,4.830400007,,,,,,,,,,,
4948,4.780000007,,,,,,,,,,,
4949,4.729600007,,,,,,,,,,,
4950,4.729600007,,,,,,,,,,,
4951,4.830400007,,,,,,,,,,,
4952,4.964800007,,,,,,,,,,,
4953,5.015200008,,,,,,,,,,,
4954,5.149600008,,,,,,,,,,,
4955,5.435200009,,,,,,,,,,,
4956,5.56960001,,,,,,,,,,,
4957,4.729600007,,,,,,,,,,,
4958,5.057200008,,,,,,,,,,,
4959,5.384800009,,,,,,,,,,,
4960,5.435200009,,,,,,,,,,,
4961,5.435200009,,,,,,,,,,,
4962,5.384800009,,,,,,,,,,,
4963,5.292400009,,,,,,,,,,,
4964,5.107600008,,,,,,,,,,,
4965,4.964800007,,,,,,,,,,,
4966,4.922800007,,,,,,,,,,,
4967,4.830400007,,,,,,,,,,,
4968,4.729600007,,,,,,,,,,,
4969,4.637200006,,,,,,,,,,,
4970,4.595200006,,,,,,,,,,,
4971,4.502800006,,,,,,,,,,,
4972,4.595200006,,,,,,,,,,,
4973,4.360000005,,,,,,,,,,,
4974,4.452400005,,,,,,,,,,,
4975,4.637200006,,,,,,,,,,,
4976,4.872400007,,,,,,,,,,,
4977,4.830400007,,,,,,,,,,,
4978,4.729600007,,,,,,,,,,,
4979,4.964800007,,,,,,,,,,,
4980,5.107600008,,,,,,,,,,,
4981,5.200000008,,,,,,,,,,,
4982,5.292400009,,,,,,,,,,,
4983,5.384800009,,,,,,,,,,,
4984,5.435200009,,,,,,,,,,,
4985,5.384800009,,,,,,,,,,,
4986,5.292400009,,,,,,,,,,,
4987,5.149600008,,,,,,,,,,,
4988,4.964800007,,,,,,,,,,,
4989,4.830400007,,,,,,,,,,,
4990,4.780000007,,,,,,,,,,,
4991,4.687600006,,,,,,,,,,,
4992,4.595200006,,,,,,,,,,,
4993,4.544800006,,,,,,,,,,,
4994,4.502800006,,,,,,,,,,,
4995,4.452400005,,,,,,,,,,,
4996,4.410400005,,,,,,,,,,,
4997,4.410400005,,,,,,,,,,,
4998,4.360000005,,,,,,,,,,,
4999,4.544800006,,,,,,,,,,,
5000,4.687600006,,,,,,,,,,,
5001,4.872400007,,,,,,,,,,,
5002,5.015200008,,,,,,,,,,,
5003,5.149600008,,,,,,,,,,,
5004,5.200000008,,,,,,,,,,,
5005,5.250400009,,,,,,,,,,,
5006,5.250400009,,,,,,,,,,,
5007,5.384800009,,,,,,,,,,,
5008,5.384800009,,,,,,,,,,,
5009,5.250400009,,,,,,,,,,,
5010,5.250400009,,,,,,,,,,,
5011,5.200000008,,,,,,,,,,,
5012,5.057200008,,,,,,,,,,,
5013,4.964800007,,,,,,,,,,,
5014,4.830400007,,,,,,,,,,,
5015,4.830400007,,,,,,,,,,,
5016,4.830400007,,,,,,,,,,,
5017,4.687600006,,,,,,,,,,,
5018,4.637200006,,,,,,,,,,,
5019,4.687600006,,,,,,,,,,,
5020,4.637200006,,,,,,,,,,,
5021,4.637200006,,,,,,,,,,,
5022,4.595200006,,,,,,,,,,,
5023,4.637200006,,,,,,,,,,,
5024,4.922800007,,,,,,,,,,,
5025,5.149600008,,,,,,,,,,,
5026,5.200000008,,,,,,,,,,,
5027,5.250400009,,,,,,,,,,,
5028,5.342800009,,,,,,,,,,,
5029,5.384800009,,,,,,,,,,,
5030,5.435200009,,,,,,,,,,,
5031,5.47720001,,,,,,,,,,,
5032,5.384800009,,,,,,,,,,,
5033,5.384800009,,,,,,,,,,,
5034,5.250400009,,,,,,,,,,,
5035,5.200000008,,,,,,,,,,,
5036,5.057200008,,,,,,,,,,,
5037,4.922800007,,,,,,,,,,,
5038,4.872400007,,,,,,,,,,,
5039,4.872400007,,,,,,,,,,,
5040,4.780000007,,,,,,,,,,,
5041,4.729600007,,,,,,,,,,,
5042,4.637200006,,,,,,,,,,,
5043,4.595200006,,,,,,,,,,,
5044,4.595200006,,,,,,,,,,,
5045,4.595200006,,,,,,,,,,,
5046,4.544800006,,,,,,,,,,,
5047,4.637200006,,,,,,,,,,,
5048,4.872400007,,,,,,,,,,,
5049,5.057200008,,,,,,,,,,,
5050,5.200000008,,,,,,,,,,,
5051,5.250400009,,,,,,,,,,,
5052,5.250400009,,,,,,,,,,,
5053,5.292400009,,,,,,,,,,,
5054,5.200000008,,,,,,,,,,,
5055,5.200000008,,,,,,,,,,,
5056,5.149600008,,,,,,,,,,,
5057,5.149600008,,,,,,,,,,,
5058,5.107600008,,,,,,,,,,,
5059,5.057200008,,,,,,,,,,,
5060,5.015200008,,,,,,,,,,,
5061,4.964800007,,,,,,,,,,,
5062,4.922800007,,,,,,,,,,,
5063,4.872400007,,,,,,,,,,,
5064,4.780000007,,,,,,,,,,,
5065,4.780000007,,,,,,,,,,,
5066,4.687600006,,,,,,,,,,,
5067,4.687600006,,,,,,,,,,,
5068,4.637200006,,,,,,,,,,,
5069,4.637200006,,,,,,,,,,,
5070,4.637200006,,,,,,,,,,,
5071,4.729600007,,,,,,,,,,,
5072,4.872400007,,,,,,,,,,,
5073,5.015200008,,,,,,,,,,,
5074,5.107600008,,,,,,,,,,,
5075,5.107600008,,,,,,,,,,,
5076,5.250400009,,,,,,,,,,,
5077,5.292400009,,,,,,,,,,,
5078,5.250400009,,,,,,,,,,,
5079,5.149600008,,,,,,,,,,,
5080,5.200000008,,,,,,,,,,,
5081,4.964800007,,,,,,,,,,,
5082,4.830400007,,,,,,,,,,,
5083,4.830400007,,,,,,,,,,,
5084,4.872400007,,,,,,,,,,,
5085,4.872400007,,,,,,,,,,,
5086,4.872400007,,,,,,,,,,,
5087,4.780000007,,,,,,,,,,,
5088,4.729600007,,,,,,,,,,,
5089,4.729600007,,,,,,,,,,,
5090,4.729600007,,,,,,,,,,,
5091,4.729600007,,,,,,,,,,,
5092,4.729600007,,,,,,,,,,,
5093,4.687600006,,,,,,,,,,,
5094,4.687600006,,,,,,,,,,,
5095,4.729600007,,,,,,,,,,,
5096,4.780000007,,,,,,,,,,,
5097,4.872400007,,,,,,,,,,,
5098,5.057200008,,,,,,,,,,,
5099,5.015200008,,,,,,,,,,,
5100,5.015200008,,,,,,,,,,,
5101,5.149600008,,,,,,,,,,,
5102,5.250400009,,,,,,,,,,,
5103,5.250400009,,,,,,,,,,,
5104,5.292400009,,,,,,,,,,,
5105,5.250400009,,,,,,,,,,,
5106,4.922800007,,,,,,,,,,,
5107,4.872400007,,,,,,,,,,,
5108,4.830400007,,,,,,,,,,,
5109,4.729600007,,,,,,,,,,,
5110,4.687600006,,,,,,,,,,,
5111,4.729600007,,,,,,,,,,,
5112,4.687600006,,,,,,,,,,,
5113,4.595200006,,,,,,,,,,,
5114,4.544800006,,,,,,,,,,,
5115,4.637200006,,,,,,,,,,,
5116,4.502800006,,,,,,,,,,,
5117,4.502800006,,,,,,,,,,,
5118,4.544800006,,,,,,,,,,,
5119,4.637200006,,,,,,,,,,,
5120,4.729600007,,,,,,,,,,,
5121,4.964800007,,,,,,,,,,,
5122,5.200000008,,,,,,,,,,,
5123,5.342800009,,,,,,,,,,,
5124,5.435200009,,,,,,,,,,,
5125,5.52760001,,,,,,,,,,,
5126,5.56960001,,,,,,,,,,,
5127,5.52760001,,,,,,,,,,,
5128,5.47720001,,,,,,,,,,,
5129,5.47720001,,,,,,,,,,,
5130,5.435200009,,,,,,,,,,,
5131,5.435200009,,,,,,,,,,,
5132,5.200000008,,,,,,,,,,,
5133,5.149600008,,,,,,,,,,,
5134,5.107600008,,,,,,,,,,,
5135,5.015200008,,,,,,,,,,,
5136,4.964800007,,,,,,,,,,,
