,COP NEEP 50,,,,,,,,,,,
1776,2.772399999,,,,,,,,,,,
1777,2.679999998,,,,,,,,,,,
1778,2.679999998,,,,,,,,,,,
1779,2.679999998,,,,,,,,,,,
1780,2.679999998,,,,,,,,,,,
1781,2.587599998,,,,,,,,,,,
1782,2.587599998,,,,,,,,,,,
1783,2.629599998,,,,,,,,,,,
1784,2.730399999,,,,,,,,,,,
1785,2.864799999,,,,,,,,,,,
1786,2.957199999,,,,,,,,,,,
1787,3.0496,,,,,,,,,,,
1788,3.1504,,,,,,,,,,,
1789,3.242800001,,,,,,,,,,,
1790,3.242800001,,,,,,,,,,,
1791,3.427600001,,,,,,,,,,,
1792,3.377200001,,,,,,,,,,,
1793,3.427600001,,,,,,,,,,,
1794,3.335200001,,,,,,,,,,,
1795,3.1924,,,,,,,,,,,
1796,3.242800001,,,,,,,,,,,
1797,3.1924,,,,,,,,,,,
1798,3.0496,,,,,,,,,,,
1799,2.957199999,,,,,,,,,,,
1800,2.915199999,,,,,,,,,,,
1801,2.822799999,,,,,,,,,,,
1802,2.864799999,,,,,,,,,,,
1803,2.864799999,,,,,,,,,,,
1804,2.772399999,,,,,,,,,,,
1805,2.822799999,,,,,,,,,,,
1806,2.822799999,,,,,,,,,,,
1807,2.864799999,,,,,,,,,,,
1808,3.0496,,,,,,,,,,,
1809,3.284800001,,,,,,,,,,,
1810,3.427600001,,,,,,,,,,,
1811,3.570400002,,,,,,,,,,,
1812,3.704800002,,,,,,,,,,,
1813,3.704800002,,,,,,,,,,,
1814,3.797200003,,,,,,,,,,,
1815,3.889600003,,,,,,,,,,,
1816,3.889600003,,,,,,,,,,,
1817,3.940000003,,,,,,,,,,,
1818,3.704800002,,,,,,,,,,,
1819,3.469600001,,,,,,,,,,,
1820,3.284800001,,,,,,,,,,,
1821,3.242800001,,,,,,,,,,,
1822,3.1924,,,,,,,,,,,
1823,3.1504,,,,,,,,,,,
1824,3.0076,,,,,,,,,,,
1825,3.0496,,,,,,,,,,,
1826,3.0076,,,,,,,,,,,
1827,2.915199999,,,,,,,,,,,
1828,2.822799999,,,,,,,,,,,
1829,2.772399999,,,,,,,,,,,
1830,2.730399999,,,,,,,,,,,
1831,2.822799999,,,,,,,,,,,
1832,3.1,,,,,,,,,,,
1833,3.427600001,,,,,,,,,,,
1834,3.755200003,,,,,,,,,,,
1835,3.889600003,,,,,,,,,,,
1836,4.082800004,,,,,,,,,,,
1837,4.267600005,,,,,,,,,,,
1838,4.360000005,,,,,,,,,,,
1839,4.410400005,,,,,,,,,,,
1840,4.360000005,,,,,,,,,,,
1841,4.360000005,,,,,,,,,,,
1842,4.217200004,,,,,,,,,,,
1843,4.032400004,,,,,,,,,,,
1844,3.990400004,,,,,,,,,,,
1845,3.889600003,,,,,,,,,,,
1846,3.520000002,,,,,,,,,,,
1847,3.377200001,,,,,,,,,,,
1848,3.284800001,,,,,,,,,,,
1849,3.242800001,,,,,,,,,,,
1850,3.1504,,,,,,,,,,,
1851,3.1504,,,,,,,,,,,
1852,3.1,,,,,,,,,,,
1853,3.0496,,,,,,,,,,,
1854,3.1504,,,,,,,,,,,
1855,3.1924,,,,,,,,,,,
1856,3.242800001,,,,,,,,,,,
1857,3.335200001,,,,,,,,,,,
1858,3.377200001,,,,,,,,,,,
1859,3.469600001,,,,,,,,,,,
1860,3.520000002,,,,,,,,,,,
1861,3.570400002,,,,,,,,,,,
1862,3.570400002,,,,,,,,,,,
1863,3.612400002,,,,,,,,,,,
1864,3.570400002,,,,,,,,,,,
1865,3.469600001,,,,,,,,,,,
1866,3.377200001,,,,,,,,,,,
1867,3.242800001,,,,,,,,,,,
1868,3.1,,,,,,,,,,,
1869,3.0076,,,,,,,,,,,
1870,2.915199999,,,,,,,,,,,
1871,2.864799999,,,,,,,,,,,
1872,2.864799999,,,,,,,,,,,
1873,2.864799999,,,,,,,,,,,
1874,2.864799999,,,,,,,,,,,
1875,2.864799999,,,,,,,,,,,
1876,2.864799999,,,,,,,,,,,
1877,2.822799999,,,,,,,,,,,
1878,2.822799999,,,,,,,,,,,
1879,2.822799999,,,,,,,,,,,
1880,2.915199999,,,,,,,,,,,
1881,3.0496,,,,,,,,,,,
1882,3.1504,,,,,,,,,,,
1883,3.284800001,,,,,,,,,,,
1884,3.427600001,,,,,,,,,,,
1885,3.520000002,,,,,,,,,,,
1886,3.662800002,,,,,,,,,,,
1887,3.612400002,,,,,,,,,,,
1888,3.662800002,,,,,,,,,,,
1889,3.520000002,,,,,,,,,,,
1890,3.377200001,,,,,,,,,,,
1891,3.284800001,,,,,,,,,,,
1892,3.1924,,,,,,,,,,,
1893,3.1,,,,,,,,,,,
1894,3.0076,,,,,,,,,,,
1895,3.0496,,,,,,,,,,,
1896,3.0496,,,,,,,,,,,
1897,3.1,,,,,,,,,,,
1898,3.1,,,,,,,,,,,
1899,3.0496,,,,,,,,,,,
1900,3.0496,,,,,,,,,,,
1901,3.0496,,,,,,,,,,,
1902,3.1,,,,,,,,,,,
1903,3.1,,,,,,,,,,,
1904,3.1,,,,,,,,,,,
1905,3.1504,,,,,,,,,,,
1906,3.242800001,,,,,,,,,,,
1907,3.377200001,,,,,,,,,,,
1908,3.520000002,,,,,,,,,,,
1909,3.520000002,,,,,,,,,,,
1910,3.570400002,,,,,,,,,,,
1911,3.520000002,,,,,,,,,,,
1912,3.570400002,,,,,,,,,,,
1913,3.520000002,,,,,,,,,,,
1914,3.427600001,,,,,,,,,,,
1915,3.335200001,,,,,,,,,,,
1916,3.284800001,,,,,,,,,,,
1917,3.1504,,,,,,,,,,,
1918,3.1,,,,,,,,,,,
1919,3.0496,,,,,,,,,,,
1920,3.0076,,,,,,,,,,,
1921,3.0076,,,,,,,,,,,
1922,2.957199999,,,,,,,,,,,
1923,2.915199999,,,,,,,,,,,
1924,2.915199999,,,,,,,,,,,
1925,2.915199999,,,,,,,,,,,
1926,2.822799999,,,,,,,,,,,
1927,2.864799999,,,,,,,,,,,
1928,3.0076,,,,,,,,,,,
1929,3.1924,,,,,,,,,,,
1930,3.335200001,,,,,,,,,,,
1931,3.469600001,,,,,,,,,,,
1932,3.570400002,,,,,,,,,,,
1933,3.662800002,,,,,,,,,,,
1934,3.755200003,,,,,,,,,,,
1935,3.755200003,,,,,,,,,,,
1936,3.755200003,,,,,,,,,,,
1937,3.755200003,,,,,,,,,,,
1938,3.662800002,,,,,,,,,,,
1939,3.469600001,,,,,,,,,,,
1940,3.520000002,,,,,,,,,,,
1941,3.377200001,,,,,,,,,,,
1942,3.1924,,,,,,,,,,,
1943,3.0496,,,,,,,,,,,
1944,3.0496,,,,,,,,,,,
1945,3.0076,,,,,,,,,,,
1946,2.915199999,,,,,,,,,,,
1947,2.822799999,,,,,,,,,,,
1948,2.864799999,,,,,,,,,,,
1949,2.822799999,,,,,,,,,,,
1950,2.864799999,,,,,,,,,,,
1951,2.822799999,,,,,,,,,,,
1952,3.0076,,,,,,,,,,,
1953,3.1504,,,,,,,,,,,
1954,3.242800001,,,,,,,,,,,
1955,3.377200001,,,,,,,,,,,
1956,3.377200001,,,,,,,,,,,
1957,3.520000002,,,,,,,,,,,
1958,3.570400002,,,,,,,,,,,
1959,3.662800002,,,,,,,,,,,
1960,3.662800002,,,,,,,,,,,
1961,3.612400002,,,,,,,,,,,
1962,3.520000002,,,,,,,,,,,
1963,3.377200001,,,,,,,,,,,
1964,3.284800001,,,,,,,,,,,
1965,3.1924,,,,,,,,,,,
1966,3.1,,,,,,,,,,,
1967,3.0076,,,,,,,,,,,
1968,2.957199999,,,,,,,,,,,
1969,2.915199999,,,,,,,,,,,
1970,2.822799999,,,,,,,,,,,
1971,2.772399999,,,,,,,,,,,
1972,2.772399999,,,,,,,,,,,
1973,2.730399999,,,,,,,,,,,
1974,2.772399999,,,,,,,,,,,
1975,2.772399999,,,,,,,,,,,
1976,2.957199999,,,,,,,,,,,
1977,3.1924,,,,,,,,,,,
1978,3.335200001,,,,,,,,,,,
1979,3.427600001,,,,,,,,,,,
1980,3.469600001,,,,,,,,,,,
1981,3.612400002,,,,,,,,,,,
1982,3.612400002,,,,,,,,,,,
1983,3.570400002,,,,,,,,,,,
1984,3.570400002,,,,,,,,,,,
1985,3.427600001,,,,,,,,,,,
1986,3.284800001,,,,,,,,,,,
1987,3.1504,,,,,,,,,,,
1988,3.0076,,,,,,,,,,,
1989,2.957199999,,,,,,,,,,,
1990,2.864799999,,,,,,,,,,,
1991,2.822799999,,,,,,,,,,,
1992,2.822799999,,,,,,,,,,,
1993,2.822799999,,,,,,,,,,,
1994,2.822799999,,,,,,,,,,,
1995,2.772399999,,,,,,,,,,,
1996,2.772399999,,,,,,,,,,,
1997,2.730399999,,,,,,,,,,,
1998,2.679999998,,,,,,,,,,,
1999,2.679999998,,,,,,,,,,,
2000,2.864799999,,,,,,,,,,,
2001,2.915199999,,,,,,,,,,,
2002,3.0496,,,,,,,,,,,
2003,3.1504,,,,,,,,,,,
2004,3.242800001,,,,,,,,,,,
2005,3.335200001,,,,,,,,,,,
2006,3.427600001,,,,,,,,,,,
2007,3.427600001,,,,,,,,,,,
2008,3.469600001,,,,,,,,,,,
2009,3.427600001,,,,,,,,,,,
2010,3.335200001,,,,,,,,,,,
2011,3.284800001,,,,,,,,,,,
2012,3.1924,,,,,,,,,,,
2013,3.1924,,,,,,,,,,,
2014,3.1924,,,,,,,,,,,
2015,3.1924,,,,,,,,,,,
2016,3.1504,,,,,,,,,,,
2017,3.1504,,,,,,,,,,,
2018,3.1,,,,,,,,,,,
2019,3.1,,,,,,,,,,,
2020,3.1,,,,,,,,,,,
2021,3.1,,,,,,,,,,,
2022,3.1,,,,,,,,,,,
2023,3.1,,,,,,,,,,,
2024,3.335200001,,,,,,,,,,,
2025,3.520000002,,,,,,,,,,,
2026,3.662800002,,,,,,,,,,,
2027,3.662800002,,,,,,,,,,,
2028,3.797200003,,,,,,,,,,,
2029,3.847600003,,,,,,,,,,,
2030,3.940000003,,,,,,,,,,,
2031,3.990400004,,,,,,,,,,,
2032,3.940000003,,,,,,,,,,,
2033,3.940000003,,,,,,,,,,,
2034,3.889600003,,,,,,,,,,,
2035,3.755200003,,,,,,,,,,,
2036,3.662800002,,,,,,,,,,,
2037,3.612400002,,,,,,,,,,,
2038,3.704800002,,,,,,,,,,,
2039,3.847600003,,,,,,,,,,,
2040,3.847600003,,,,,,,,,,,
2041,3.940000003,,,,,,,,,,,
2042,3.755200003,,,,,,,,,,,
2043,3.612400002,,,,,,,,,,,
2044,3.612400002,,,,,,,,,,,
2045,3.612400002,,,,,,,,,,,
2046,3.520000002,,,,,,,,,,,
2047,3.520000002,,,,,,,,,,,
2048,3.520000002,,,,,,,,,,,
2049,3.570400002,,,,,,,,,,,
2050,3.662800002,,,,,,,,,,,
2051,3.755200003,,,,,,,,,,,
2052,3.847600003,,,,,,,,,,,
2053,3.990400004,,,,,,,,,,,
2054,4.032400004,,,,,,,,,,,
2055,4.124800004,,,,,,,,,,,
2056,4.175200004,,,,,,,,,,,
2057,4.175200004,,,,,,,,,,,
2058,4.124800004,,,,,,,,,,,
2059,4.082800004,,,,,,,,,,,
2060,3.990400004,,,,,,,,,,,
2061,3.940000003,,,,,,,,,,,
2062,3.847600003,,,,,,,,,,,
2063,3.797200003,,,,,,,,,,,
2064,3.755200003,,,,,,,,,,,
2065,3.704800002,,,,,,,,,,,
2066,3.704800002,,,,,,,,,,,
2067,3.662800002,,,,,,,,,,,
2068,3.612400002,,,,,,,,,,,
2069,3.612400002,,,,,,,,,,,
2070,3.570400002,,,,,,,,,,,
2071,3.469600001,,,,,,,,,,,
2072,3.427600001,,,,,,,,,,,
2073,3.427600001,,,,,,,,,,,
2074,3.469600001,,,,,,,,,,,
2075,3.520000002,,,,,,,,,,,
2076,3.612400002,,,,,,,,,,,
2077,3.662800002,,,,,,,,,,,
2078,3.755200003,,,,,,,,,,,
2079,3.755200003,,,,,,,,,,,
2080,3.755200003,,,,,,,,,,,
2081,3.797200003,,,,,,,,,,,
2082,3.797200003,,,,,,,,,,,
2083,3.704800002,,,,,,,,,,,
2084,3.520000002,,,,,,,,,,,
2085,3.469600001,,,,,,,,,,,
2086,3.469600001,,,,,,,,,,,
2087,3.469600001,,,,,,,,,,,
2088,3.469600001,,,,,,,,,,,
2089,3.520000002,,,,,,,,,,,
2090,3.520000002,,,,,,,,,,,
2091,3.469600001,,,,,,,,,,,
2092,3.469600001,,,,,,,,,,,
2093,3.520000002,,,,,,,,,,,
2094,3.520000002,,,,,,,,,,,
2095,3.520000002,,,,,,,,,,,
2096,3.520000002,,,,,,,,,,,
2097,3.570400002,,,,,,,,,,,
2098,3.612400002,,,,,,,,,,,
2099,3.612400002,,,,,,,,,,,
2100,3.662800002,,,,,,,,,,,
2101,3.704800002,,,,,,,,,,,
2102,3.704800002,,,,,,,,,,,
2103,3.704800002,,,,,,,,,,,
2104,3.704800002,,,,,,,,,,,
2105,3.662800002,,,,,,,,,,,
2106,3.662800002,,,,,,,,,,,
2107,3.662800002,,,,,,,,,,,
2108,3.612400002,,,,,,,,,,,
2109,3.612400002,,,,,,,,,,,
2110,3.570400002,,,,,,,,,,,
2111,3.570400002,,,,,,,,,,,
2112,3.570400002,,,,,,,,,,,
2113,3.520000002,,,,,,,,,,,
2114,3.469600001,,,,,,,,,,,
2115,3.427600001,,,,,,,,,,,
2116,3.377200001,,,,,,,,,,,
2117,3.242800001,,,,,,,,,,,
2118,3.1924,,,,,,,,,,,
2119,3.1504,,,,,,,,,,,
2120,3.1504,,,,,,,,,,,
2121,3.1924,,,,,,,,,,,
2122,3.335200001,,,,,,,,,,,
2123,3.335200001,,,,,,,,,,,
2124,3.377200001,,,,,,,,,,,
2125,3.520000002,,,,,,,,,,,
2126,3.662800002,,,,,,,,,,,
2127,3.662800002,,,,,,,,,,,
2128,3.755200003,,,,,,,,,,,
2129,3.755200003,,,,,,,,,,,
2130,3.755200003,,,,,,,,,,,
2131,3.612400002,,,,,,,,,,,
2132,3.427600001,,,,,,,,,,,
2133,3.335200001,,,,,,,,,,,
2134,3.335200001,,,,,,,,,,,
2135,3.284800001,,,,,,,,,,,
2136,3.1924,,,,,,,,,,,
2137,3.1504,,,,,,,,,,,
2138,3.1,,,,,,,,,,,
2139,3.0496,,,,,,,,,,,
2140,3.1,,,,,,,,,,,
2141,3.0496,,,,,,,,,,,
2142,3.0496,,,,,,,,,,,
2143,3.1504,,,,,,,,,,,
2144,3.377200001,,,,,,,,,,,
2145,3.612400002,,,,,,,,,,,
2146,3.755200003,,,,,,,,,,,
2147,3.847600003,,,,,,,,,,,
2148,3.847600003,,,,,,,,,,,
2149,3.797200003,,,,,,,,,,,
2150,3.755200003,,,,,,,,,,,
2151,3.797200003,,,,,,,,,,,
2152,3.847600003,,,,,,,,,,,
2153,3.889600003,,,,,,,,,,,
2154,3.940000003,,,,,,,,,,,
2155,3.990400004,,,,,,,,,,,
2156,3.889600003,,,,,,,,,,,
2157,3.755200003,,,,,,,,,,,
2158,3.427600001,,,,,,,,,,,
2159,3.242800001,,,,,,,,,,,
2160,3.242800001,,,,,,,,,,,
2161,3.1504,,,,,,,,,,,
2162,3.0496,,,,,,,,,,,
2163,3.0496,,,,,,,,,,,
2164,3.0496,,,,,,,,,,,
2165,3.0496,,,,,,,,,,,
2166,2.957199999,,,,,,,,,,,
2167,3.0076,,,,,,,,,,,
2168,3.0496,,,,,,,,,,,
2169,3.1504,,,,,,,,,,,
2170,3.1924,,,,,,,,,,,
2171,3.335200001,,,,,,,,,,,
2172,3.427600001,,,,,,,,,,,
2173,3.520000002,,,,,,,,,,,
2174,3.570400002,,,,,,,,,,,
2175,3.520000002,,,,,,,,,,,
2176,3.520000002,,,,,,,,,,,
2177,3.469600001,,,,,,,,,,,
2178,3.427600001,,,,,,,,,,,
2179,3.377200001,,,,,,,,,,,
2180,3.335200001,,,,,,,,,,,
2181,3.284800001,,,,,,,,,,,
2182,3.242800001,,,,,,,,,,,
2183,3.1504,,,,,,,,,,,
2184,3.0496,,,,,,,,,,,
2185,2.957199999,,,,,,,,,,,
2186,2.864799999,,,,,,,,,,,
2187,2.822799999,,,,,,,,,,,
2188,2.822799999,,,,,,,,,,,
2189,2.772399999,,,,,,,,,,,
2190,2.730399999,,,,,,,,,,,
2191,2.772399999,,,,,,,,,,,
2192,2.957199999,,,,,,,,,,,
2193,3.0496,,,,,,,,,,,
2194,3.242800001,,,,,,,,,,,
2195,3.284800001,,,,,,,,,,,
2196,3.377200001,,,,,,,,,,,
2197,3.520000002,,,,,,,,,,,
2198,3.520000002,,,,,,,,,,,
2199,3.469600001,,,,,,,,,,,
2200,3.469600001,,,,,,,,,,,
2201,3.469600001,,,,,,,,,,,
2202,3.469600001,,,,,,,,,,,
2203,3.427600001,,,,,,,,,,,
2204,3.377200001,,,,,,,,,,,
2205,3.377200001,,,,,,,,,,,
2206,3.335200001,,,,,,,,,,,
2207,3.284800001,,,,,,,,,,,
2208,3.242800001,,,,,,,,,,,
2209,3.284800001,,,,,,,,,,,
2210,3.284800001,,,,,,,,,,,
2211,3.284800001,,,,,,,,,,,
2212,3.335200001,,,,,,,,,,,
2213,3.335200001,,,,,,,,,,,
2214,3.335200001,,,,,,,,,,,
2215,3.335200001,,,,,,,,,,,
2216,3.335200001,,,,,,,,,,,
2217,3.377200001,,,,,,,,,,,
2218,3.469600001,,,,,,,,,,,
2219,3.570400002,,,,,,,,,,,
2220,3.520000002,,,,,,,,,,,
2221,3.469600001,,,,,,,,,,,
2222,3.469600001,,,,,,,,,,,
2223,3.427600001,,,,,,,,,,,
2224,3.469600001,,,,,,,,,,,
2225,3.427600001,,,,,,,,,,,
2226,3.427600001,,,,,,,,,,,
2227,3.427600001,,,,,,,,,,,
2228,3.469600001,,,,,,,,,,,
2229,3.469600001,,,,,,,,,,,
2230,3.469600001,,,,,,,,,,,
2231,3.427600001,,,,,,,,,,,
2232,3.377200001,,,,,,,,,,,
2233,3.377200001,,,,,,,,,,,
2234,3.377200001,,,,,,,,,,,
2235,3.377200001,,,,,,,,,,,
2236,3.377200001,,,,,,,,,,,
2237,3.377200001,,,,,,,,,,,
2238,3.284800001,,,,,,,,,,,
2239,3.335200001,,,,,,,,,,,
2240,3.242800001,,,,,,,,,,,
2241,3.1924,,,,,,,,,,,
2242,3.1504,,,,,,,,,,,
2243,3.284800001,,,,,,,,,,,
2244,3.335200001,,,,,,,,,,,
2245,3.242800001,,,,,,,,,,,
2246,3.1924,,,,,,,,,,,
2247,3.1504,,,,,,,,,,,
2248,3.1924,,,,,,,,,,,
2249,3.1504,,,,,,,,,,,
2250,3.0496,,,,,,,,,,,
2251,3.0496,,,,,,,,,,,
2252,3.0496,,,,,,,,,,,
2253,3.0076,,,,,,,,,,,
2254,3.0076,,,,,,,,,,,
2255,2.957199999,,,,,,,,,,,
2256,2.915199999,,,,,,,,,,,
2257,2.915199999,,,,,,,,,,,
2258,2.957199999,,,,,,,,,,,
2259,2.957199999,,,,,,,,,,,
2260,2.957199999,,,,,,,,,,,
2261,2.957199999,,,,,,,,,,,
2262,2.915199999,,,,,,,,,,,
2263,2.957199999,,,,,,,,,,,
2264,3.0496,,,,,,,,,,,
2265,3.1,,,,,,,,,,,
2266,3.242800001,,,,,,,,,,,
2267,3.284800001,,,,,,,,,,,
2268,3.377200001,,,,,,,,,,,
2269,3.469600001,,,,,,,,,,,
2270,3.520000002,,,,,,,,,,,
2271,3.612400002,,,,,,,,,,,
2272,3.662800002,,,,,,,,,,,
2273,3.612400002,,,,,,,,,,,
2274,3.570400002,,,,,,,,,,,
2275,3.520000002,,,,,,,,,,,
2276,3.469600001,,,,,,,,,,,
2277,3.377200001,,,,,,,,,,,
2278,3.377200001,,,,,,,,,,,
2279,3.377200001,,,,,,,,,,,
2280,3.335200001,,,,,,,,,,,
2281,3.335200001,,,,,,,,,,,
2282,3.242800001,,,,,,,,,,,
2283,3.1504,,,,,,,,,,,
2284,3.1504,,,,,,,,,,,
2285,3.1504,,,,,,,,,,,
2286,3.1924,,,,,,,,,,,
2287,3.242800001,,,,,,,,,,,
2288,3.284800001,,,,,,,,,,,
2289,3.427600001,,,,,,,,,,,
2290,3.520000002,,,,,,,,,,,
2291,3.520000002,,,,,,,,,,,
2292,3.662800002,,,,,,,,,,,
2293,3.612400002,,,,,,,,,,,
2294,3.612400002,,,,,,,,,,,
2295,3.427600001,,,,,,,,,,,
2296,3.377200001,,,,,,,,,,,
2297,3.284800001,,,,,,,,,,,
2298,3.242800001,,,,,,,,,,,
2299,3.1504,,,,,,,,,,,
2300,3.1,,,,,,,,,,,
2301,2.957199999,,,,,,,,,,,
2302,2.957199999,,,,,,,,,,,
2303,2.915199999,,,,,,,,,,,
2304,2.864799999,,,,,,,,,,,
2305,2.864799999,,,,,,,,,,,
2306,2.822799999,,,,,,,,,,,
2307,2.730399999,,,,,,,,,,,
2308,2.730399999,,,,,,,,,,,
2309,2.730399999,,,,,,,,,,,
2310,2.629599998,,,,,,,,,,,
2311,2.772399999,,,,,,,,,,,
2312,2.864799999,,,,,,,,,,,
2313,3.0076,,,,,,,,,,,
2314,3.0496,,,,,,,,,,,
2315,3.1504,,,,,,,,,,,
2316,3.335200001,,,,,,,,,,,
2317,3.377200001,,,,,,,,,,,
2318,3.377200001,,,,,,,,,,,
2319,3.377200001,,,,,,,,,,,
2320,3.335200001,,,,,,,,,,,
2321,3.377200001,,,,,,,,,,,
2322,3.242800001,,,,,,,,,,,
2323,3.1924,,,,,,,,,,,
2324,3.0496,,,,,,,,,,,
2325,2.957199999,,,,,,,,,,,
2326,2.915199999,,,,,,,,,,,
2327,2.822799999,,,,,,,,,,,
2328,2.772399999,,,,,,,,,,,
2329,2.822799999,,,,,,,,,,,
2330,2.864799999,,,,,,,,,,,
2331,2.822799999,,,,,,,,,,,
2332,2.679999998,,,,,,,,,,,
2333,2.629599998,,,,,,,,,,,
2334,2.629599998,,,,,,,,,,,
2335,2.730399999,,,,,,,,,,,
2336,2.822799999,,,,,,,,,,,
2337,3.0076,,,,,,,,,,,
2338,3.1,,,,,,,,,,,
2339,3.1504,,,,,,,,,,,
2340,3.335200001,,,,,,,,,,,
2341,3.377200001,,,,,,,,,,,
2342,3.335200001,,,,,,,,,,,
2343,3.377200001,,,,,,,,,,,
2344,3.520000002,,,,,,,,,,,
2345,3.570400002,,,,,,,,,,,
2346,3.427600001,,,,,,,,,,,
2347,3.284800001,,,,,,,,,,,
2348,3.242800001,,,,,,,,,,,
2349,3.1504,,,,,,,,,,,
2350,3.1924,,,,,,,,,,,
2351,3.1924,,,,,,,,,,,
2352,3.1504,,,,,,,,,,,
2353,3.1504,,,,,,,,,,,
2354,3.1504,,,,,,,,,,,
2355,3.1,,,,,,,,,,,
2356,3.1,,,,,,,,,,,
2357,3.1,,,,,,,,,,,
2358,3.1,,,,,,,,,,,
2359,3.1,,,,,,,,,,,
2360,3.1504,,,,,,,,,,,
2361,3.1924,,,,,,,,,,,
2362,3.1504,,,,,,,,,,,
2363,3.1924,,,,,,,,,,,
2364,3.1924,,,,,,,,,,,
2365,3.242800001,,,,,,,,,,,
2366,3.335200001,,,,,,,,,,,
2367,3.469600001,,,,,,,,,,,
2368,3.284800001,,,,,,,,,,,
2369,3.1504,,,,,,,,,,,
2370,3.1924,,,,,,,,,,,
2371,3.1924,,,,,,,,,,,
2372,3.1504,,,,,,,,,,,
2373,3.1,,,,,,,,,,,
2374,3.1504,,,,,,,,,,,
2375,3.0496,,,,,,,,,,,
2376,3.1504,,,,,,,,,,,
2377,3.0496,,,,,,,,,,,
2378,3.0496,,,,,,,,,,,
2379,3.1,,,,,,,,,,,
2380,3.1504,,,,,,,,,,,
2381,3.1504,,,,,,,,,,,
2382,3.0496,,,,,,,,,,,
2383,3.1,,,,,,,,,,,
2384,3.1504,,,,,,,,,,,
2385,3.284800001,,,,,,,,,,,
2386,3.427600001,,,,,,,,,,,
2387,3.570400002,,,,,,,,,,,
2388,3.612400002,,,,,,,,,,,
2389,3.570400002,,,,,,,,,,,
2390,3.662800002,,,,,,,,,,,
2391,3.755200003,,,,,,,,,,,
2392,3.704800002,,,,,,,,,,,
2393,3.704800002,,,,,,,,,,,
2394,3.662800002,,,,,,,,,,,
2395,3.570400002,,,,,,,,,,,
2396,3.469600001,,,,,,,,,,,
2397,3.377200001,,,,,,,,,,,
2398,3.284800001,,,,,,,,,,,
2399,3.284800001,,,,,,,,,,,
2400,3.284800001,,,,,,,,,,,
2401,3.242800001,,,,,,,,,,,
2402,3.284800001,,,,,,,,,,,
2403,3.335200001,,,,,,,,,,,
2404,3.335200001,,,,,,,,,,,
2405,3.335200001,,,,,,,,,,,
2406,3.335200001,,,,,,,,,,,
2407,3.335200001,,,,,,,,,,,
2408,3.335200001,,,,,,,,,,,
2409,3.377200001,,,,,,,,,,,
2410,3.520000002,,,,,,,,,,,
2411,3.797200003,,,,,,,,,,,
2412,3.990400004,,,,,,,,,,,
2413,4.032400004,,,,,,,,,,,
2414,4.082800004,,,,,,,,,,,
2415,4.082800004,,,,,,,,,,,
2416,4.175200004,,,,,,,,,,,
2417,4.309600005,,,,,,,,,,,
2418,4.267600005,,,,,,,,,,,
2419,4.217200004,,,,,,,,,,,
2420,4.124800004,,,,,,,,,,,
2421,4.082800004,,,,,,,,,,,
2422,3.889600003,,,,,,,,,,,
2423,3.755200003,,,,,,,,,,,
2424,3.704800002,,,,,,,,,,,
2425,3.704800002,,,,,,,,,,,
2426,3.662800002,,,,,,,,,,,
2427,3.662800002,,,,,,,,,,,
2428,3.570400002,,,,,,,,,,,
2429,3.570400002,,,,,,,,,,,
2430,3.662800002,,,,,,,,,,,
2431,3.797200003,,,,,,,,,,,
2432,3.940000003,,,,,,,,,,,
2433,4.082800004,,,,,,,,,,,
2434,4.309600005,,,,,,,,,,,
2435,4.502800006,,,,,,,,,,,
2436,4.830400007,,,,,,,,,,,
2437,4.922800007,,,,,,,,,,,
2438,5.107600008,,,,,,,,,,,
2439,5.107600008,,,,,,,,,,,
2440,5.057200008,,,,,,,,,,,
2441,5.015200008,,,,,,,,,,,
2442,4.922800007,,,,,,,,,,,
2443,4.729600007,,,,,,,,,,,
2444,4.502800006,,,,,,,,,,,
2445,4.452400005,,,,,,,,,,,
2446,4.360000005,,,,,,,,,,,
2447,4.309600005,,,,,,,,,,,
2448,3.797200003,,,,,,,,,,,
2449,3.704800002,,,,,,,,,,,
2450,3.662800002,,,,,,,,,,,
2451,3.612400002,,,,,,,,,,,
2452,3.520000002,,,,,,,,,,,
2453,3.469600001,,,,,,,,,,,
2454,3.469600001,,,,,,,,,,,
2455,3.469600001,,,,,,,,,,,
2456,3.570400002,,,,,,,,,,,
2457,3.797200003,,,,,,,,,,,
2458,3.940000003,,,,,,,,,,,
2459,4.082800004,,,,,,,,,,,
2460,4.267600005,,,,,,,,,,,
2461,4.360000005,,,,,,,,,,,
2462,4.360000005,,,,,,,,,,,
2463,4.267600005,,,,,,,,,,,
2464,4.360000005,,,,,,,,,,,
2465,4.309600005,,,,,,,,,,,
2466,4.175200004,,,,,,,,,,,
2467,4.032400004,,,,,,,,,,,
2468,3.940000003,,,,,,,,,,,
2469,3.889600003,,,,,,,,,,,
2470,3.755200003,,,,,,,,,,,
2471,3.704800002,,,,,,,,,,,
2472,3.704800002,,,,,,,,,,,
2473,3.704800002,,,,,,,,,,,
2474,3.662800002,,,,,,,,,,,
2475,3.612400002,,,,,,,,,,,
2476,3.612400002,,,,,,,,,,,
2477,3.570400002,,,,,,,,,,,
2478,3.520000002,,,,,,,,,,,
2479,3.520000002,,,,,,,,,,,
2480,3.520000002,,,,,,,,,,,
2481,3.520000002,,,,,,,,,,,
2482,3.520000002,,,,,,,,,,,
2483,3.520000002,,,,,,,,,,,
